,Index,Post,Trans,Label,Type,Severity,Confidence,Explanation
191,8792,"**Через 6 месяцев Украина вернет Крым,** – Арестович.

«Ни марсиане, ни американцы, ни американцы с китайцами Крым не удержат, если все сделать правильно. Крым очень уязвимый объект для удержания в обороне – крайне уязвим и крайне неудобен. Там весь этот Крым – это Крымский мост, который и так уже не очень».

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
192,8793,"**То, что делает Россия в Украине — это месть за нашу борьбу. Разрушение и есть настоящей сущностью случайных ""товарищей"", которые захватили Россию, ведь у них после 20 лет правления такая разруха, будто там прошла война, — Зеленский в своем вечернем обращении.

**Президент подчеркнул, что в качестве этой мести оккупанты за неделю 258 раз обстреляли 30 населенных пунктов Херсонщины

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
193,8794,"⚡️**В Ладыжине на Винничине объявлена чрезвычайная ситуация военного характера  — 18 тысяч жителей города остаются без теплоснабжения**, **единственная возможность отопления — электроприборы

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
194,8795,"**США только один раз использовали свою линию связи с РФ для предотвращения конфликтов из-за  ситуации в Украине**, — Reuters

Этот механизм был использован, чтобы ""выразить свою обеспокоенность в связи с российскими военными операциями близ критически важных объектов инфраструктуры в Украине"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
195,8796,"**❗️Завтра ожидается большой ракетный удар по Украине, вероятность 90% – Евгений Карась

**По его словам, об этом говорят могие признаки и перехваты.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
196,8797,"**⚡️Россияне запретили вход на Запорожскую АЭС работникам станции, которые не подписали контракты с ""Росатомом"", — Генштаб ВСУ

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
197,8798,"**На границе задержали 19-летнего парня их Харькова, который пытался переплыть реку Тиса, чтобы попасть на соревнования по бальным танцам  в Германии

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
198,8799,"**Все нормально, просто российский ""космонавт"" Рогозин  ""воюет против НАТО"", в НАТОвском обмундироании за миллион рублей**🤷🏻

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
199,8800,"**Данилов назвал способ сэкономить на генераторах**😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
200,8801,"Кадыров Кадыровой орден Кадырова💪🏻

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
201,8802,"**Ничего необычного, просто мэр Белгорода публикует карту укрытий**🤔

Все идет по плану.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
202,8803,"⚡️**Украина в тестовом режиме импортировала электроэнергию из Румынии, — пресс-служба  ЭКУ

**Это может стать дополнительным инструментом стабилизации энергосистемы Украины.


[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
203,8804,"**За 9 месяцев Россия ударила по Украине ракетами 16 тысяч** **раз

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
204,8805,"**Подоляк пообещал через полгода выйти в эфир украинского канала из** **Крыма**😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
205,8806,"**В Украине осталось российской** **техники (рабочей) на** **2 млрд долларов, — Oryx**

Речь идет о захваченной ВСУ и брошенной технике. Сервис учитывает только то, что можно идентифицировать по фото и видео, в реальности захваченного однозначно окажется больше.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
206,8807,"**СБУ нашла в ""храмах"" УПЦ (МП) на Тернопольщине и Прикарпатье материалы, отрицающие существование Украины

**Речь идёт о литературе, в которой отрицается существование украинского народа, его языка, а также само право Украины на государственность, и, наоборот, отмечается, что это якобы искусственно созданное государство. 

Обыски проходили на территории Почаевской духовной семинарии и Ивано-Франковской епархии УПЦ (МП). 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
207,8808,"**Появились спутниковые снимки** у**креплений русни на левом берегу Херсонщины** 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
208,8809,"**Вернуть Крым будет трудно и кровопролитно, Запад может не оказать нужной поддержки, — **[The Economist

](https://www.economist.com/europe/2022/11/27/a-ukrainian-attempt-to-retake-crimea-would-be-bloody-and-difficult)С одной стороны утверждается, что Украина  к этому ближе после ряда успешных наступлений. С другой - на Западе опасаются, что операция по возвращению Крыма или Донбасса ""может подтолкнуть Россию к эскалации, возможно, даже выше ядерного порога"".

Источники журнала в ВСУ заявляют, что  основные удары будут прежде всего наноситься по российской логистике из Крыма, чтобы перерезать ""сухопутный мост Путина"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
209,8810,"Пишут, что ВКС РФ подготовили к нанесению удара до **20 стратегических бомбардировщиков **со стороны Каспия.

Для этого с аэродрома Дягилево в Энгельс переброшены **дополнительные Ту-95.** Ранее для нанесения ударов применялось не более 11 самолетов одновременно. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
210,8811,"**❗️Россияне готовятся к новой волне ракетного террора. ** В частности, для этого они уже **вывели в Черное море ракетоноситель**, — руководитель пресс-центра Сил обороны ""Юг"" Наталья Гуменюк.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
211,8812,"**⚡️""Отключать свет в Киеве могут до весны"", **— **Кличко

**""Мы стараемся восстановить все максимально быстро, перейти на четкие графики, чтобы не было сюрпризов и затем перейти на бесперебойную поставку электричества. Но должны быть готовы к тому, что **отключения могут быть до весны.**""

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
212,8813,"Приближенные к Кремлю тг-каналы сообщают о том, что Лукашенко распорядился **заменить своих поваров, обслугу и охрану**. Его детям также предоставлена **дополнительная охрана

**Подтверждений данной информации пока что нет, но на фоне слухов о[ возможной ликвидации Лукашенко](https://t.me/ukrinformator/29658) и [смерти главы МИД Беларуси](https://t.me/ukrinformator/29667) звучит это вполне правдоподобно.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
213,8814,"⚡️Пентагон рассматривает возможности поставок в Украину малогабаритных высокоточных бомб, **которые могут запускаться на 160 километров (сто миль).

**Такое предложение поступило в Пентагон от компании Boeing, которая является разработчиком этого вооружения, пишет Reuters со ссылкой на источники. Речь о бомбах малого диаметра наземного базирования (GLSDB), которые стоят в планах на массовое производство, сообщили агентству источники в отрасли. 

**""Боинг"" предлагает поставить первые GLSDB в Украину   уже весной 2023 года.** В комплексе - бомба малого диаметра GBU-39 с ракетным двигателем M26. На данный момент изготовлено несколько единиц этого оружия. Запускаться они могут с ""Хаймарсов"" или других установок этого семейства, которые Украина также имеет. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
214,8815,"""Через несколько недель в Украине может наступить** полный блэкаут**, если ей не будет доступна мощная ПВО"", — [полковник](https://www.zdf.de/nachrichten/politik/flugabwehr-infrastruktur-reisner-ukraine-krieg-russland-100.html) Минобороны Австрии Маркус Райснер

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
215,8816,"**Спокойной ночи, и прекратите, пожалуйста, ходить во сне к руснявым😏

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
216,8817,"**Российские ракетные удары повредили около 32 тысяч гражданских объектов и более 700 объектов критической инфраструктуры** **Украины**, — МВД

В первую очередь п**острадали жилые дома**, и только потом аэродромы, мосты, нефтебазы, электрические подстанции. Только 3% обстрелов были по военными объектами.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
217,8818,"**Автобус с украинскими военными попал в ДТП на границе Латвии и Эстонии**: **водитель погиб, 26 человек в больнице

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
218,8819,"❗️** Следующая неделя может быть такой же сложной, как и предыдущая, террористы готовят новые удары, — Зеленский** **

**Президент также отметил, что ситуация на фронте сейчас очень напряженная, особенно на Донеччине, и поблагодарил всех, кто борется за свободу Украины.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
219,8820,"⚡️**Украина ожидает выхода ВС РФ с территории ЗАЭС в ближайшее время, — Reuters

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
220,8821,"**Казахи передают Путину «привет» прямо из Астаны**😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
221,8822,"**В Херсоне появился свет в жилых домах**, **впервые за долгое** **время. **Фото публикует Офис президента

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
222,8823,"**Хотели митингов на России? — Вот они**🤡

А дальше ""активисты"" отправятся в тюрьму, познакомятся там с милыми ребятами из ""Вагнера"", и найдут ответы на все свои вопросы, подыхая где-то в канаве на передке.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
223,8824,"**Шесть подростков из Бельгии купили автобус для школы в Киевской области

**Молодые люди собрали для этого 50 тысяч евро. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
224,8825,"**Первые минуты после удара по Киеву 23 ноября

**Видео Патрульной полиции

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
225,8826,"**Запасов ядерного топлива Украине** **хватит на два года, **— **глава **«**Энергоатома**»

Кроме того, он добавил, что** Украина** **работает с Американской компанией Westinghouse по созданию линии производства собственного топлива**. Половина в будущем будет производиться своими силами, а другую половину будут поставлять партнеры.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
226,8827,"**РФ развернула""воздушный мост"" в Китай: возможно летает за военной помощью, — Defence Express

**Сервисы отслеживания полетов фиксируют постоянные рейсы тяжелых грузово-транспортных самолетов Ан-124 ""Руслан"" российской компании ""Волга-Днепр"" в Китай. При этом российские самолеты не всегда включают транспондер (устройство для обнаружения борта диспетчером), что усложняет их отслеживание.** В общей сложности речь идет о около десяти рейсах за последнюю неделю.

**На эту активность обратили внимание и в Китае - местные блогеры выкладывают видео с посадкой ""Руслдана""аэропорту Чжэнчжоу. В комментариях к видео пишут, что самолет прибыл ""забрать военную экипировку, бронежилеты, шлемы, одежду и т.д""

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
227,8828,"⚡️**Появились признаки того, что оккупанты собираются оставить ЗАЭС, — Президент ""Энергоатома"" 

**""Во-первых, очень много стало появляться публикаций в российской прессе о том, что ЗАЭС, возможно, стоило бы покинуть, возможно, ее стоит передать МАГАТЭ под контроль. Такое, знаете, впечатление, что они собирают чемоданы и что они воруют все, что могут найти"", — сказал Петр Котин.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
228,8829,"
**⚡️Великобритания передала Украине партию высокоточных ракет Brimstone-2 с лазерным наведением

**Речь идет о новейшей модернизации этого вооружения. Дальность действия ее вдвое превышает параметры предыдущей версии. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
229,8830,"**Угарный газ: откуда он берется, и как не отравиться, — рекомендации от Минздрава

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
230,8831,"**⚡️С 24 февраля по Украине было выпущено более 4000 ракет, без учета С-300, РСЗО, сейчас война выходит на новый этап, критически нужны средства ПВО — Командование воздушных сил

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
231,8832,"**❗️Арахамия снова подчеркнул, что следующая неделя может быть очень тяжелой
**
Он призывает граждан и самим позаботиться о себе и близких. ""Сделайте запас воды, пищи длительного хранения, зарядите телефоны и павербанки, узнайте, где ближайший Пункт Несокрушимости"".

По его словам, россияне планируют новые теракты против объектов энергетики.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
232,8833,"**В Украине в ближайшие недели вырастет темп боевых действий, **– ISW.

Сейчас операции осложнены болотами в результате дождей. Прогнозируемое снижение температуры приведет **к замерзанию почвы и ускорит темпы боев, поскольку мобильность обеих сторон увеличится.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
233,8834,"В Запорожской области похоронили младенца, который прожил всего два дня, потому что в его роддом прилетела российская ракета.

…..

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
234,8835,"**День войны в Украине — это месяц войны в Афганистане** — [NYT

](https://www.nytimes.com/2022/11/26/world/europe/nato-weapons-shortage-ukraine.html)По словам представителей НАТО, количество используемой обеими сторонами конфликта артиллерии ошеломляет.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
235,8836,"Чтоб вы понимали, как сейчас выглядит  обстановка на фронте. И это не самое страшное. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
236,8837,"**❗️На** **следующей неделе могут произойти новые массовые ракетные обстрелы Украины с последующими затяжными отключениями света**, — **Арахамия

**""Нужно заранее заготовить в сухом виде продукты на длительный период, потому что есть информация о том, что на следующей неделе могут быть новые ракетные удары и новые блэкауты"", - сказал он.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
237,8838,"**Ограничения на электроэнергию сегодня действуют для Киева и 14 областей страны. Это 100 тысяч абонентов в каждой области. Если не отнестись к вопросу серьезно сегодня вечером, то ситуация может ухудшиться, — Зеленский в вечернем обращении

**Также президент сообщил, что с российского плена сегодня вернулось еще12 украинцев. Всего за неделю освободили 98 людей.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
238,8839,"**Некоторые страны тайно поставляют оружие Украине**, **хотя публично это отрицают, —  глава МИД  Кулеба в интервью Le Parisien 

**По его словам, поставка оружия от партнеров продолжается, в частности, они не только передают собственное вооружение, но и работают с третьими странами, покупая у них оборудование и поставляя его Украине непрублично.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
239,8840,"**В Казахстане массовые протесты 

**Люди недовольны переизбранием Токаева на новый президентский строк. Пишут, что в Астане начались задержания, также, в столице глушат связь.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
240,8841,"**Пентагон организовал в Польше пункт ремонта западного артиллерийского вооружения, поставляемого Украине,  — **[**The New York Times

**](https://www.nytimes.com/2022/11/25/us/ukraine-artillery-breakdown.html?searchResultPosition=1)По данным американских оборонных ведомств, треть гаубиц западного производства, переданных Украине, находятся в нерабочем состоянии, и, как мы ранее писали, [техника быстро выходит из строя, чинить ее проблематично.

](https://t.me/ukrinformator/29348)[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
241,8842,"**⚡️Умер глава МИД Беларуси Владимир Макей **— БЕЛТА

Эта новость приобретает другой смысл, на фоне слухов о том, что [на Лукашенко готовят покушение](https://t.me/ukrinformator/29658).

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
242,8843,"**❗️Воздушная тревога в ряде областей Украины,пишут, что взлетел Ту-95 

UPD: **отбой тревоги, пусков не зафиксировано **

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
243,8844,"**Минздрав Украины публикует рекомендации, как пользоваться генератором, чтобы избежать опасности для жизни**:

▪️генераторы и топливо должны использоваться **только на открытом воздухе не менее 6 метров от окон,** дверей и гаражей;
▪️держите генератор **сухим, защищайте от дождя и затопления.** Прикосновение к мокрому генератору или устройствам, подключенным к нему, может привести к поражению электрическим током;
▪️перед заправкой д**айте генератору остыть.** Топливо, пролитое на горячие детали двигателя, может вспыхнуть;
▪️установите в помещении **детекторы угарного газа;
**▪️ обязательно **приобретите огнетушитель и держите его рядом на видном и легкодоступном месте.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
244,8845,"⚡️**В Украине уже функционируют 73% мобильных сетей**, — Минцифры 

По словам министра Федорова, самые большие **проблемы с мобильной связью с Запорожской и Донецкой областях**.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
245,8846,"**Активнее рожайте, россиянки, Путину нужно еще**[ **5 млн пушечного мяса**](https://t.me/ukrinformator/29602)🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
246,8847,"**Из-за прилета по Днепру частично разрушено 7 частных домов, разгорелся пожар, — глава Днепропетровской ОВА

**Предварительно пострадала женщина. Ее вытащили из-под завалов и доставили в больницу. По словам мэра Днепра Филатова, разрушений критической инфраструктуры нет.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
247,8848,"Жесть...

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
248,8849,"⚡️ФБР США [объявило](https://www.fbi.gov/wanted/counterintelligence/yevgeniy-viktorovich-prigozhin) в розыск Пригожина с наградой в $250 000 за информацию о его местонахождении.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
249,8850,"⚡️**В Кремле хотят ликвидировать Лукашенко, чтобы взять армию Беларуси под контроль, - **[RLI

](https://lansinginstitute.org/2022/11/25/kremlin-plotting-to-liquidate-lukashenko-seize-control-of-belarus-army/)Аналитики института Роберта Лансинга со ссылкой на российское военное командование сообщили, что на нелегитимного президента **могут совершить покушение**, и вне зависимости от того, будет ли успешным устранение Лукашенко, сфабриковать ""доказательства"" причастности к этому Украины и Польши под руководством разведки НАТО. 

Аналитики считают, что это даст **формальный повод для дальнейшего участия беларуских войск в боевых действиях**. Таким образом РФ хочет втянуть Беларусь в войну, поглотив страну и лишив ее суверенитета.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
250,8851,"**К общественным работам по восстановлению Украины от последствий военных действий привлекли уже более 2 тысяч безработных**, сообщает Госслужба занятости.

Больше всего в «Армию восстановления» записали в **Сумской (664 человека), Киевской (509 человек) и Полтавской областях (313 человек)**.

Среди основных видов работ: строительство защитных сооружений, разгрузка и фасовка гуманитарной помощи, разбор завалов и т.д.

**На оплату труда этих людей направлено более 8,5 миллионов гривен**.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
251,8852,"**Украина сегодня чествует жертв Голодомора: Зеленский обратился к Украинцам

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
252,8853,"**А вот и реакция представителя Черновицкой епархии УПЦ МП на вчерашний обыск

**Ничего не было оказывается.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
253,8854,"В Китае третий день подряд  антирекорды по коронавирусу - **опять более 35 тысяч заболевших. 

**На видео - массовые карантинные госпитали, которые срочно открыли в КНР. 

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
254,8855,"**Больше 30% украинцев потеряли имущество из-за войны.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
255,8856,"**Беларусь нападет на Украину до 29 ноября? **Украинская разведка отреагировала на вбросы 

В течение последних дней появляются многочисленные сообщения о том, что **до 29 ноября ударная группировка РФ и Беларуси атакует Украины со стороны северных границ.

**ГУР заявляет, что **информация не соответствует действительности**, а распространение таких вбросов – спецоперация врага, направленная на то, чтобы вынудить Украину перебросить часть войск на это направление.

Сейчас на территории Беларуси отсутствует ударная группировка, которая может выполнить подобные задачи.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
256,8857,"**«Меня с одного окопа выгнали(свои же), пошёл к другому»:** **российский военный рассказал как сдался в плен украинскому беспилотнику🤡

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
257,8858,"**Вечерняя база от президента Польши💪🏻 

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
258,8859,"**Удалось в два раза сократить количество людей, у которых отключается электрика. Но ситуация серьезная, сегодня были отключения у 12 млн абонентов. Сложнее всего в Киеве и области, Одесчине, Львовщине, Винничене и Днепропетровщине**, — Зеленский

Также президент призвал украинцев осознано потреблять электроэнергию, а власти на местах - делать работу качественнее, потому что есть много жалоб.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
259,8860,"**⚡️Парень, которого застали сегодня** **в постели архимандрита УПЦ МП оказался несовершеннолетним, ему 17 лет, — LB

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
260,8861,"**ГУР провела разведку объектов врага с помощью спутника ICEYE, купленного на деньги украинцев

**[Выявлено](https://t.me/DIUkraine/1688) и подтверждено около **2600 единиц военной техники **(танки, САУ, ББМ, вертолеты, ОТРК ""Искандер"", ЗРК ""С-300"", ""Панцирь-С1"", РЛС, понтонные переправы, катера и т.д.).

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
261,8862,"На России достижения своеобразны🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
262,8863,"**❗️Украинский Генштаб опубликовал для российских военных инструкцию, как правильно сдаваться в плен

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
263,8864,"15-летний сын главы Чечни**,**[** носит**](https://www.kavkazr.com/amp/komanda-navaljnogo-nashla-u-syna-ramzana-kadyrova-chasy-za-85-millionov-rubley/32148997.html)** часы за 85 миллионов рублей**, что в переводе на нормальную валюту —** $1 400 000

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
264,8865,"**Генсек НАТО исключаяет переговоры с Путиным до военного поражения России: ""Так крепкого мира не получится, поэтому необходимо и дальше оказывать военную поддержку Киеву""
** 
Столтенберг уверен, что если Запад даст победить Путину, то цена будет выше чем ужастное начало зимы для Украины и Европы: другие авторитарные лидеры увидят, что сила вознаграждается, и применят ее для достижения своей цели.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
265,8866,"⚡️**Сейчас в Украине от 200 до 400 тысяч человек в каждой из областей ограничены в электропотреблении в определенные часы суток**, — Шмыгаль

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
266,8867,"**""Матерей"" на сегоднешнем~~ спектакле~~** **встрече с Путиным, сыграли подставные чиновницы

**А на видео его шея как-то подозрительно вылезла за пределы рубашки 🤔

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
267,8868,"**Один из самых интересных обысков в истории СБУ. Сегодня представители спецслужбы пришли «в гости» к черновицким церковникам УПЦ МП

**Нашли подтверждение российского гражданства у руководства епархии, переписку с московскими кураторами и методички о том, как нужно хвалить оккупантов. 

Но, как сообщают наши источники, был еще один** пикантный момент.** В келии у митрополита Мелетия **поймали секретаря епархии Никиту вместе с обнаженным певчим хора**. Слухи о том, что «отец» Никита предпочитает молоденьких мальчиков, а Мелетий – любовников постарше, подтвердились.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
268,8869,"**Больницы в Украине закрывать не будут даже в случае полного блэкаута, но их площадь оптимизируют, —** глава Минздрава Ляшко

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",,,,,,
