Post,Label,Type
"**Потери будут огромными: в Генштабе ВСУ **[**пригрозили**](https://www.facebook.com/GeneralStaff.ua/posts/pfbid0ongx6V4BfzzH2JKG1JAaaPn1UYjDgK5cLF61LyBKkErFT1jfp7St9HC6Q3mLBrJl)** оккупантам в случае нового вторжения из Беларуси

**""С момента пересечения государственной границы с Украиной **начнется массированное огневое поражение оккупантов**. Каждая дорога и тропинка, леса и холмы станут для врага **ловушкой или неприятным сюрпризом**. Его потери будут огромными"".

Лукашистам на заметку.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"**UPDATE**: The mayor of Skadovsk, Yakovlev, said that Russians had released him. He asked people not to panic.",No,
"❗️🇺🇦Kyiv military conscription offices conducted a raid at 427 nightclubs and handed out 119 summonses.

The mobilization went ""successfully,"" as most of the thousands of eligible conscripts simply avoided it due to their connections and deep pockets.",No,
"Корисні та офіційні посилання для киян📱

📍 [Укриття](https://www.google.com/mymaps/viewer?mid=1nv3QreO1QS5_AmRRNLHXu7u99sKJ6JRR&hl=uk)
📍 [Аптеки](https://www.google.com/mymaps/viewer?mid=1dDKrnjMJs3vcFfoE77CVYV-X2tF9jzeZ&hl=uk)
📍 [Точки продажу хліба
](https://www.google.com/mymaps/viewer?mid=1D2zYdGUQyVF0-hSO8kGo6U5EwrOV0uY9&hl=uk)📍 [Автомати з безкоштовною питною водою та бюветами
](https://www.google.com/mymaps/viewer?mid=1tmUV7pam6MjYOiB1PB2Q01fvG2FcoBMc&hl=uk)📍 [Продуктові магазини](https://www.google.com/mymaps/viewer?mid=1Ib4O443v-HWNOuOqrR270ihwSHppLxKl&hl=uk)
📍 [Травмпункти
](https://www.google.com/mymaps/viewer?mid=1-atwDh02jQxzXsgUBTTO9S6IK55yDSra&hl=uk)📍 [АЗС](https://www.google.com/mymaps/viewer?mid=1RNxt3Ynrf5_ee0oi3M-9MIxaeL32r_vI&hl=uk) та [СТО
](https://www.google.com/mymaps/viewer?mid=1lfgxrji_BsyeQ0dUIO7lsx6LmWxceovi&hl=uk)📍 [Зоомагазини і ветклініки
](https://www.google.com/maps/d/u/0/viewer?mid=1YsukWP76ea4U9uzhnP6wduAdCgIbg5vN&hl=uk&ll=50.4348444271064%2C30.57604589999999&z=12)📍 [Перукарні, кав'ярні та інші підприємства

](https://www.google.com/mymaps/viewer?mid=1VMmzRGWnvPV2s440E1MXG7ennDHG9MOQ&hl=uk)Усі мапи доступні в застосунку Київ Цифровий. Поширюйте і дізнавайтесь про нові сервіси на [офіційному каналі.](https://t.me/olenych_digital)",No,
"⚡️**The Ukrainian Armed Forces (UPA) control all bridges across the Dnieper in Kherson, so the Russians won't be able to leave the city in case of street battles — Reznikov

I'm not sure the Russians will have the chance to engage in street battles. We control all the bridges over the Dnieper using HIMARS and other artillery. It's risky for them to stay in Kherson because they won't be able to escape like they did in Izium,"" Reznikov said in an interview with Fox News.

Russians, stock up in packages?

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,
"**⚡️A strong explosion was heard in the Murino area of St. Petersburg, Russia. This was followed by a fire, according to Russian media.

Bavovnatyko is playing around?

[Informator](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,
"**❗️Силы обороны Украины сбили 54 из 69 выпущенных по Украине ракет, — Залужный

**Инфа [Подоляка](https://t.me/ukrinformator/31007) и [Арестовича](https://t.me/ukrinformator/30998) о 100-120 якобы выпущенных ракетах не соответствует действительности.

**UPD:** По уточненной информации, в ходе вчерашней массированной ракетной атаки российских оккупационных войск уничтожено 58 из 70 крылатых ракет, три разведывательных БПЛА и вертолет Ми-8.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"Только сегодня не менее шести американских тяжелых транспортных самолетов прибыли в Польшу, на аэродро  Жешув, что в 90 километрах от границы с Украиной.

Там совершили посадку два военно-транспортных самолета ВВС США C-17A Globemaster, способные перевозить до 77,5 тонн груза, а также самолеты Boeing 747 американских транспортных компаний, зафрахтованные Пентагоном.

Зафиксировано также прибытие самолета С-17А из Великобритании.

К вопросу о логистике. Это все добро, конечно, можно перевезти и в небольших гражданских грузовичках, в фурах, бусиках. За всем не уследить. Но фото огромных составов с топливом из Румынии и Молдавии или кадры словацких танков в зоне боевых действий как бы намекают: у Украины, в отличие от нас, неисчерпаемые ресурсы.

Им будут гнать их до опупения, и уничтожая эти танки, заправленные  этим топливом, уже в зоне СВО, мы просто рубим головы Лернейской гидре. Надо рубить сообщение с Западом. Это сейчас едва ли не важнее уничтожения складов с боеприпасами.

@sashakots",No,
"**Шоколадка думала, что такое прокатит и ее отпустят? **🫣",No,
"In Kyiv, there are generators everywhere, noise, hissing, and smoke.",No,
"Спасибо за то, что смотрели воскресный эфир. Скоро будет ссылка на запись.

А пока еще раз итоговый материал нашей группы за неделю боевых действий восточнее Славянска.

@epoddubny

https://rutube.app.link/share?source=iOSAppShare&url=https://rutube.ru/video/8d33e0f6ad38c631ad2b50f79af81652/&$fallback_url=https://rutube.ru/video/8d33e0f6ad38c631ad2b50f79af81652/",No,
"PFM-1 ""Lepelochka"" - a deadly find primarily for children. By launching rockets carrying PFM-1s into residential areas, the enemy is well aware of the risk. The number of victims from ""Lepelochkas"" in the capital of the DNR is already in the dozens. Yesterday, a child was injured.

In Donbass, many children have been maimed due to the actions of the Ukrainian regime. Our friends at the Liza Glinsky Fund know almost every one of them and need to help each one within their means.

[Donation information follows]

- MIR card: 2202 2032 5864 7967
- Bitcoin: bc1qava2vg3wgx8fvrxqeull77xy359yqrexwsuu80
- Ethereum: 0x47D9b99b239aEE283ba10d8D4D6c2269b22b5208
- XRP: rfmFjVDUa7z1a2XC74yQpirdzk76AtCqi",No,
"**Владимир Путин поздравил главу ЛНР Леонида Пасечника с Днем Луганской Народной Республики.
**__
«Граждане ЛНР встречают свой государственный праздник в непростых условиях, с оружием в руках защищая родную землю. Уверен, что совместными усилиями мы отстоим независимость, суверенитет и территориальную целостность республики». __

@epoddubny",No,
"После установления контроля НМ ЛНР над дорогой ведущей из Северска в Лисичанск, группировка ВСУ, численностью от 5 до 7 тысяч человек, оказалась полностью отрезанной от снабжения.

Также в окружении находятся и около полутора тысяч украинских военных и иностранных наёмников в районе Горского и Золотого.

Все украинские военнопленные, которые уже взяты в районе Горского и Золотого, рассказывают, что на фронт были перекинуты насильно, никто не хотел принимать участия в боевых действиях. Такие рассказы уже давно привычны нашим бойцам. Также известно, что попытки бойцов ВСУ выйти на связь с российскими военнослужащими для дальнейшей сдачи в плен, жёстко пресекаются украинскими заградотрядами.

@epoddubny",No,
"**НАБУ готовится объявить в розыск и арестовать директора Департамента финмониторинга Нацбанка Алексея Бережного

**Национальное антикоррупционное бюро Украины (НАБУ) намерено объявить в розыск и арестовать директора Департамента финансового мониторинга Нацбанка Украины Алексея Бережного по делу о хищении 200 млн грн Укргазбанка. Это четвертый, но не последний фигурант по этому громкому делу. Об этом сообщает информированный источник, близкий к руководству НАБУ.

Алексей Бережной до прихода в Нацбанк работал продолжительное время в руководстве Укргазбанка, а именно с марта 2018 года занимал должность директора департамента финансового мониторинга Укргазбанка и [входил в его совет правления](https://interfax.com.ua/news/economic/494824.html).

Как [сообщали СМИ](https://forbes.ua/ru/news/eksgolovu-nbu-kirila-shevchenka-ogolosili-u-rozshuk-24102022-9242) со ссылкой на НАБУ, следствие разоблачило организованную группу во главе с бывшим председателем правления Укргазбанка Кириллом Шевченко, которая в течение 2014–2019 годов незаконно вывела из финансового учреждения 206 млн грн. По версии следствия, именно в этот период Алексей Бережной был одним топ-менеджеров банка и в довольно близких отношениях с Кириллом Шевченко, Денисом Чернышевым и Еленой Хмеленко.

СМИ [также писали](https://biz.nv.ua/finance/kadry-v-nbu-v-nacionalnyy-bank-budut-naznacheny-novye-direktora-departamentov-novosti-ukrainy-50127969.html), что согласно декларации Бережного, в 2019 году он получил доход от зарплаты в Укргазбанке в размере чуть более 8 млн грн, то есть около 670 тыс. в месяц.

Кирилл Шевченко был председателем правления Укргазбанка с 2015 по 2020 год, пока в августе 2020 года не возглавил НБУ. После этого в декабре того же года через условный конкурс привел своего протеже Алексея Бережного в Нацбанк на должность директора Департамента финансового мониторинга.

По словам источника, у следователей есть все доказательства противозаконной деятельности этих и других лиц в разворовывании средств Украгазбанка и других незаконных операциях.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"После «калибровки» моста через Днестровский лиман у одесского поселка Затока молдавский источник топлива для Украины существенно сократился.

Но «сбалансировать» рынок горючего в Незалежной вызвалась Польша. На следующей неделе Украина получит от своих соседей 25 тысяч тонн бензина. Часть от этого объема попробуют довезти до линии фронта.

@epoddubny",No,
"⚡️⚡️Lukashenko said that Belarus and Russia have agreed to deploy a joint regional grouping of troops.

⚡️⚡️Лукашенко заявил, что Белорусь и Росия договорились о развертывании совместной региональной группировки войск.",No,
"**Kyiv: Important News** 🔵🟡

🪖Kyiv is under the protective cover of the 112 Territorial Defence Brigade of the Armed Forces of Ukraine. The fighters are prepared for any eventuality. Citizens are advised to stay alert and comply with martial law.

🚇 Underground stations of the capital's metro operate as shelters round the clock, including during the curfew from 11 PM to 5 AM. When seeking shelter in the metro during an air raid warning, it is mandatory to have your ID with you, as access is controlled by law enforcement.

🦺Almost 130 streets in Kyiv have received new road markings, which is over 60% of the planned amount.

🐾Recently, two baby bison named Varta and Viking were born at the Kyiv Zoo. The infants are currently in an open enclosure. Since the start of Russia's full-scale invasion of Ukraine, the zoo has taken in over 140 animals whose lives were endangered by the conflict.

**More details:** [https://cutt.ly/SLerq7n](https://cutt.ly/SLerq7n)",No,
Even 100 thousand hryvnas no longer motivate the Ukrainian military personnel to climb into the mud and slush 😁,No,
"У Києві працює 8 відділів РАЦС в семи районах міста 🏬

Лівий берег:

🔹 Дарницький район – вул. К. Заслонова, буд. 16

🔹 Деснянський район – просп. Маяковського, буд. 15-а

🔹 Дніпровський район – б-р Верховної ради, буд. 8/20

Правий берег:

🔹 Голосіївський район – вул. Велика Васильківська, буд. 92

🔹 Оболонський район – просп. Оболонський , буд. 28в

🔹 Печерський район – вул. Цитадельна, буд. 7/10

🔹 Солом’янський район – б-р Вацлава Гавела, буд. 1/28

🔹 Шевченківський район – вул. Академіка Ромоданова, буд. 17

Для реєстрації смерті працює Київський відділ державної реєстраціі смерті вул. Бульварно-Кудрявська, буд. 47/14.

⏰Час роботи з 09:00 до 15:00.",No,
"RU-UA Footage of repair work on the damaged section of the Crimea Bridge.
 The neighboring part of the bridge, which was virtually undamaged, is open to vehicle traffic.",No,
"🔥Первые фото российских войск из Красного Лимана. Группировка Отважных продолжает выдавливать противника из города, который цепляется за жд вокзал. Кто успевает, бежит на юг.

@sashakots",No,
"**Лукашенко разогнался на тракторе 280км/час**. **А чего добился ты**?🤡

Видео - нарезка. Но смешно.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"[​​](https://telegra.ph/file/3517e36e30b795c208b4e.jpg)**Київ: важливе на сьогодні** 🔵🟡

👶🏻**У столиці поступово відновлюють роботу дитячих садків: сьогодні працюють 38 закладів, до яких записано 1750 дітей. **Головною передумовою відкриття дошкільного закладу освіти є наявність укриття. У разі потреби місто готове додатково відкрити необхідну кількість садочків, які також вже відповідають вимогам безпеки.

**📖У муніципальній книгарні «Сяйво книги» сьогодні розпочинаються зустрічі Клубу українського мовлення.** Перша зустріч зібрала майже 200 учасників. До клубу запрошують усіх, хто хоче вивчати українську мову, тільки починає говорити українською і шукає підтримки.

❗️**Міська влада закликала киян не наражати себе на небезпеку та безумовно дотримуватися комендантської години із 23:00 до 05:00.  **Порушники наражають на небезпеку себе та інших містян. А також створюють конфліктні ситуації із силами безпеки та оборони міста.

**🪖Підрозділи 112 бригади Тероборони ЗСУ продовжують боронити столицю та **[тренуються, аби дати гідну відсіч ворогу.](https://kyivcity.gov.ua/photo/pidrozdili_112_brigadi_trimayut_oboronu_kiyeva_i_trenuyutsya_abi_dati_gidnu_vidsich_vorogu_foto__kmda_oleksiy_samsonov/) Місто дякує захисникам та всім, хто їм допомагає!

**Детальніше: **https://cutt.ly/xLMRmyI

**Kyiv: important news** 🔵🟡

**👶🏻Kindergartens in the capital gradually resume operations. 38 schools currently work, with 1750 children registered.** The main prerequisite for opening a preschool is the availability of a shelter. If necessary, the city is prepared to open additional kindergartens that also meet the safety requirements.

**📖Ukrainian speaking club meetings begin today at the 'Syaivo Knygy' municipal bookstore**. The first meeting was held on July 14 and gathered around 200 participants. The club invites everyone who wants to learn the Ukrainian language, is just starting to speak Ukrainian and is looking for support.

❗️**The city authorities urge Kyivans to remain vigilant and abide by curfew hours from 23:00 to 5:00. **Those who violate curfew are endangering themselves and their fellow citizens. Disregarding simple rules leads to conflicts and misunderstanding with law enforcement and territorial defense units, distracting them from carrying out important tasks.

**🪖The units of the 112 Territorial Defense Brigade of the Armed Forces of Ukraine are defending Kyiv** and [training to fight against the enemy. ](https://kyivcity.gov.ua/photo/pidrozdili_112_brigadi_trimayut_oboronu_kiyeva_i_trenuyutsya_abi_dati_gidnu_vidsich_vorogu_foto__kmda_oleksiy_samsonov/)The city is grateful to the defenders and everyone helping them!

**More details:** https://cutt.ly/xLMRmyI",No,
"🅿️**Із 16 травня у Києві відновили оплату паркування

**✔️Відповідне рішення ухвалила Київрада.

📲Сервіс безготівкової оплати паркування знову працює в застосунку «[Київ Цифровий](https://kyiv.digital/start)».

✔️Як і раніше, паркування платне лише в будні з 8:00 до 22:00. В інший час у будні та цілий день у суботу та неділю — паркування безкоштовне.

❗️За безпекою паркувального простору слідкуватимуть інспектори з паркування. Під час повітряної тривоги інспектори не мають права штрафувати водіїв.

✔️Зауважте, що на муніципальних паркінгах не приймають оплату готівкою. Саме оплата в міському застосунку — це офіційна оплата, яка надходить у бюджет Києва.",No,
"**Київ: важливе на сьогодні** 🔵🟡

**🚧Із 22 червня рух Південним мостом буде закрито для приватного транспорту. **Рух Південним мостом буде дозволено лише для спецтранспорту екстрених та аварійних служб, громадського транспорту, транзитного вантажного транспорту, а також авто зі спеціальними перепустками.

**▫️МАФи біля станцій метро, що перешкоджають доступу населення до укриттів, демонтують і перенесуть на інші локації.** В умовах воєнного стану пріоритетом є безпека людей — станціями метро як укриттями користується близько 1500 осіб.

🚇**Минулого тижня, з 13 до 20 червня, київським метрополітеном скористалося 3,3 мільйона пасажирів.** Детальний графік руху поїздів та режим роботи станцій доступний [на сайті КП «Київський метрополітен».

](http://metro.kyiv.ua/node/103)▫️**Столичні переселенці щоп’ятниці можуть отримувати безкоштовні консультації з нагальних питань, юридичну  та психологічну допомогу. **До консультацій залучатимуть фахівців із державних установ та громадських організацій.

▫️Дерусифікація Києва: в електронному голосуванні за перейменування столичних топонімів віддали понад 6,5 мільйона голосів. Платформа з результатами голосування: https://derus.kyiv.digital/

**Деталі за посиланням: **https://cutt.ly/KKzAJKg

**Kyiv: important news** 🔵🟡

**🚧Since June 22, the South (Pivdennyi) bridge will be closed for the private vehicles. **Only emergency services vehicles, public transportation, transit cargo, and vehicles with special passes can move across the South (Pivdennyi) bridge.

**▫️Kiosks that are limiting the access of citizens to the shelters at metro stations will be dismantled and moved to other locations. **The safety of people is a top priority under martial law. Around 1,500 citizens use the metro stations as shelters.

🚇 **Almost 3,3 million passengers used the metro last week, June 13-20.** Please see the detailed schedule and stations’ operating hours on the[ Kyiv Metro website.

](http://metro.kyiv.ua/node/103)**▫️** **The internally displaced persons currently residing in Kyiv can receive free consultations on urgent matters, legal, and psychological assistance every Friday.** Specialists from the city institutions and public organizations will be involved in providing help and assistance.

**▫️**De-Russification of Kyiv: more than 6.5 million votes cast in digital voting for renaming capital toponyms. Voting results: https://derus.kyiv.digital/

**More details:** https://cutt.ly/KKzAJKg",No,
В Питере тётя срака зашла в магазин с детьми и оскорбилась из-за тыкв,No,
"😉 **Elon Musk on Twitter called the annexation of Crimea by Russia a ""mistake.""**

**He also rolled out his concept for a ""peace treaty"" between Russia and Ukraine...**",No,
"❕**Air raid alert canceled at 13:38!

**Please continue to monitor updates and return to shelter if the alarm sounds again.

⚡️⚡️⚡️

❕Air siren all clear!

Please keep an eye on reports and return to shelter if the siren sounds again.",No,
"❗️Ну, вот как объяснить, что из себя представляет современный обыкновенный фашизм? Да вот просто посмотрите.

Стихийные погосты во дворах Рубежного. Людей убивали артиллеристы киевского режима, после того как остатки частей ВСУ отошли в Северодонецк.

@epoddubny",No,
"**UPDATE: Air strike on Zakarpattia region

First air strike since the beginning of the war. Infrastructure facility damaged.**",No,
"In Odessa, during the curfew, a woman whipped a man.",No,
"""Jackie, are you there? Where is Jackie?"" During Joe Biden's speech from the rostrum, he called out to Congresswoman Jackie Valorski. Jackie did not respond because she tragically died in a car accident this summer.

Spiritual séance?",No,
Почему ты до сих пор не поехал отдыхать в Геленджик?,No,
"**КП «Київтеплоенерго» локалізувало пошкодження тепломережі під мостом Патона**✅

💧Сьогодні о 16:45 під час гідравлічних випробувань під мостом Патона виявлено пошкодження тепломережі.

✔️Аварійна бригада «Київтеплоенерго» оперативно локалізувала місце витоку. Триває підготовка до проведення ремонтних робіт, які будуть виконувати верхолази.

ℹ️Пошкодження виявлене під час гідравлічних випробувань тепломереж у зоні обслуговування ТЕЦ-5. Цей магістральний трубопровід забезпечує теплом Русанівку та Березняки.",No,
"I recommend the [channel](https://t.me/sputniklive) for reliable information about events in Ukraine.

There are no fake news on **@SputnikLive**! Everything is quick, clear, and free from unnecessary info noise.

Subscribe to stay informed 👉 **https://t.me/sputniklive**",No,
"The couch expert caused a stir in the comments section of Maxim Divniich's Telegram channel and began insulting the athlete from a fake account. However, he was quickly called out.",No,
"⚡️**EXCLUSIVE**⚡️VGC correspondent [Yevgeny Poddubny](https://t.me/epoddubny) of VGC reported that battles are now unfolding at the defensive line of the Slavyansk-Kramatorsk agglomeration, which the Ukrainian Armed Forces have been forming over the past 8 years. ""Essentially, this is the last battle for Donbass,"" he noted in the ""60 Minutes"" program on Russia 1 TV channel.

**Watch all episodes of the ""60 Minutes"" program** [here](http://smotrim.ru/60minut?utm_source=smm&utm_medium=vgtrk&utm_campaign=r24) on our platform.

**@skabeeva @vladivostok1978
@smotrim_ru",No,
"Никакой необходимости в дополнительных американских базах или войсках на территории Европы - нет, так как ЕС ничего не угрожает.

Так считает американский аналитик Дэвид Вайн.

Согласно последним подсчётам Пентагона, США имеют в Европе почти 300 военных объектов: в Германии 123, в Италии — 49, в Великобритании — 22, в Турции — 14 и т. д.

В Восточной Европе у американцев имеется шесть баз в Румынии, четыре в Польше и Венгрии, две в Словакии и по одной в Эстонии, Грузии и Латвии.

Сумарно вооруженные силы США имеют около 750 военных баз по всему миру. Это без учёта баз союзников по НАТО, которые также исчисляются сотнями.  В развертывании [новых американских баз в Европе](https://t.me/epoddubny/9739) просто нет нужды, - подчёркивает Вайн.

По мнению Вайна, если Америка действительно считает себя супер-державой с сильнейшей армией в мире, то в подтверждение этого необходимо сократить силы США и НАТО, вывести наступательные системы вооружений и закрыть базы в Европе.

Кроме этого, военные и гражданские лидеры должны признаться и признать, что подавляющее большинство баз и войск в Европе не предназначены для защиты континента. Нужно согласиться с тем, что идя на поводу у Вашингтона, Германия, Великобритания, Италия и другие в своё время, помогли американским чиновникам развязать и вести войны на Ближнем Востоке и в Африке.

Эксперт обращает внимание, что благодаря возможностям быстрой переброски по воздуху и морским путем, американские войска могут в любой момент, в случае гипотетической необходимости, прийти на выручку своим партнерам в Европе, а следовательно - силы быстрого реагирования могут спокойно базироваться дома, в Штатах, а не за рубежом, тратя на это миллиарды долларов.

Если США хотят быть другом и союзником Европы, то лучший способ продемонстрировать это - поддержать переговоры по скорейшему прекращению конфликта на Украине и создать прочную систему безопасности, основанную на договорах и демилитаризации.

В противном случае, наращивание сил Соединенными Штатами военного присутствия в Восточной Европе приведёт только к увеличению риска прямой, возможно, ядерной войны с Россией и продления боевых действий на Украине ещё на много лет.

@epoddubny",No,
"**⚡️The mayor of Sadovyi city confirms explosions in Lviv. Preliminary reports indicate it was the air defense system that responded. Also, repeated explosions are heard on Kyiv Oblast.**

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,
"❗️🇰🇿🇷🇺**Kazakhstani woman dug up a Russian woman on empty.

** ""__You've gone too far, Russians! Do you want to control us Kazakhs, is that it? Are you trying to muzzle us, is that it? Whatever you want, you do it. I'm in my own home, on my own land. Are you now my boss? Is every stray dog going to be in charge now? Every newcomer? On my land, in Kazakhstan, you will be what, exactly? Post this so all Kazakhs can see it. You're such a bitch__"".

The incident took place at a playground.",No,
"🇺🇦Украинка показала свою ""доброту и адекватность""",No,
"Результат работа ""президента мира"" на Украине. И это только одно кладбище в Днепропетровской области.",No,
"**Правильный позывной у бойца, правдивый

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"⚡️**Buzova brought humanitarian aid to the DNR. Full load, no halves.**",No,
"**LOOK UP,
Close the sky**",No,
"**⚡️Results of grain talks in Istanbul **

According to the Turkish defence minister, talks between Ukraine, Russia, Turkey and U.N. officials on resuming Black Sea exports of Ukraine grain resulted in an agreement to form a coordination center in order to ensure the safety of routes. Hulusi Akar said an agreement would be signed next week when all parties meet again, adding the parties had agreed on joint controls for checking grains at harbours.

**⚡️Результаты переговоров по зерну в Стамбуле**

По словам министра обороны Турции, переговоры между Украиной, Россией, Турцией и представителями ООН о возобновлении черноморского экспорта украинского зерна привели к соглашению о создании координационного центра для обеспечения безопасности маршрутов. Хулуси Акар сказал, что соглашение будет подписано на следующей неделе, когда все стороны встретятся снова, добавив, что стороны договорились о совместном контроле для проверки зерна в портах.",No,
"**⚡️В столице зафиксировано два взрыва. Предварительно, 4 ракеты сбито, — КГВА

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"**📩 ГЛАВНЫЕ НОВОСТИ ПО СОСТОЯНИЮ НА 13:00

20 марта 2022 **(25 день войны)

**Потери в живой силе российской армии на 20 марта: 14 700+**

**Сводка Генерального штаба Вооруженных Сил Украины**
Генеральный штаб ВСУ сообщает о боевых действиях на всех оперативных направлениях. В частности, Вооруженные Силы отразили атаку оккупантов на Изюмском фронте и уничтожили российские штурмовые части. В настоящее время на Северском и Харьковском фронтах наступательных операций не ведется. Российские силы вторжения обстреливают украинские населенные пункты.
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/20/7332896/)

**Генштаб: Большая угроза нападения Беларуси на Волынь**
По данным разведки, Беларусь в ближайшие 1-2 дня вступит в войну с Украиной на стороне России.
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/20/7332962/)

**Российские войска снова бомбят места, где укрывались мариупольцы**
Российские агрессоры сбросили бомбы на школу искусств № 12 в Мариуполе, где укрывались горожане. Здание разрушено, под завалами до сих пор лежат люди.
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/20/7332948/)

**Украина обеспечена продовольствием на два года**
Заместитель руководителя Офиса Президента: «Запасы продовольствия у нас есть сейчас и будут в следующем году, потому что запасов пшеницы, кукурузы, подсолнечного масла, продуктов первой необходимости на складах и элеваторах хватит на 3-5 лет, так как мы всегда экспортировали 70-80% этой продукции».
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/20/7332956/)

**Россию обвинили в насильственной депортации тысяч человек из Мариуполя**
По данным Мариупольского горсовета, российские оккупанты насильно выселяют в Россию тысячи мариупольцев. Предположительно мирных жителей отвезли в лагеря, где россияне проверили их телефоны и документы, а затем насильно перевезли некоторых из них в отдаленные города России.
[**Источник**](https://www.nbcnews.com/news/world/live-blog/ukraine-russia-war-live-updates-zelenskyy-accuses-russia-war-crimes-n1292404/ncrd1292402#liveBlogCards)

**10 миллионов человек вынуждены покинуть свои дома в Украине**
Война России с Украиной выгнала из своих домов 10 миллионов человек, заявил глава агентства ООН по делам беженцев.
[**Источник**](https://www.aljazeera.com/news/2022/3/19/russian-forces-push-deeper-into-ukraines-mariupol-liveblog)

**Турция заявила, что Путин больше не собирается разговаривать с Зеленским**
Турецкие власти заявляют, что прилагают все усилия для организации встречи президента Украины Владимира Зеленского и президента России Владимира Путина, но Россия пока не желает встречаться.
[**Источник**](https://www.pravda.com.ua/eng/news/2022/03/19/7332853/)",No,
"❗️**Russia may again launch an offensive on Kyiv from Belarusian territory through the Chernobyl zone or Chernihiv region — General Staff

A representative of the General Staff, Alexey Gromov, stated that Ukraine is prepared, including for such developments.

According to the General Staff, **in the next two weeks, Russia will mobilize the main part of its mobilized forces for combat operations**. It is likely that these forces will be used to counter any counteroffensive by the Ukrainian military.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,
"На самом деле, эти потери сопоставимы с теми, что Украина понесла при попытке прорыва из Иловайского котла в эти же самые дни 8 лет назад. Тогда им дали коридор, но выходить ВСУ и добробаты должны были без тяжелой техники и оружия. Они же решили прорываться с боем и были уничтожены.

Случайно ли, но авантюрное «наступление» на Херсонщине Зеленский начал в День памяти защитников Украины, который был приурочен именно к Иловайским событиям. Это, видимо, чтоб дни памяти не множить - в один день поминать и иловайских загиблых, и херсонских. Володимир Олександрович - рационализатор.

@sashakots

https://t.me/yurasumy/4707",No,
"**Когда родился в рубашке

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
"Украинские вооружённые формирования на севере Харьковской области понесли максимальные потери с того момента, когда российские войска на некоторых участках отошли к границе РФ.

Ударами с воздуха боевики  нацформирований были уничтожены в районе населённого пункта Циркуны.  Активность противника к западу от Старого Салтова также была подавлена, удар был нанесён в районе селения Шестаково. В этом квадрате украинские подразделения передвигались по одной из дорог в направлении Печенежского водохранилища, по которому на сегодняшний день проходит линия соприкосновения.
По поступающим данным, в общей сложности, за несколько часов на севере Харьковщины противник потерял убитыми не менее 90 человек.

@epoddubny",No,
"**Фермер из Херсона поздравил Украину с ""Днем незалежностi""

**Поздравил от всей души, что аж спалил украинский паспорт и флаг. Учитывая последние события и ужасные действия против своего же населения понять его можно более чем.

""Поле мое спалили ВСУшники. ВСУшники, не россияне""",No,
"Details of the battle with [video](https://t.me/sashakots/31861) from Tuvans who were present at the event.

""The events shown in the videos took place on the Troebortnoe checkpoint in the Sевский district of Bryansk region in the evening of the 25th. Briefly, the story goes like this: Ukrainian special forces (DPRG) arrived at the border in two banderovets and opened fire on our territory.

In response, the Tuvans (who are seen in the videos beating up this DPRG) gave them such a beating that it wasn't enough for the Ukrainian nationalists. One banderovet was hit hard (it remained at the scene and couldn't escape), while the second one was also damaged but managed to flee barely.

The battle ended with our side sending a helicopter that finished off everything. The Ukrainians ran so fast that they left their comrades behind, and the buttocks of those who didn't manage to escape hung from bushes and trees.

P.S. The events I'm referring to are partially reflected on the website of the Russian Investigative Committee. It mentions an artillery attack with 50 mortar shells and damage to an electric power",No,
