Sr. no.,Channel ID,Post ID,Post
155,1247556894,4009,"**Піротехніки КАРС обстежують на наявність вибухонебезпечних предметів ботанічний сад імені М. Гришка: територія поки закрита для відвідування

** ✔️Роботи з розмінування та вилучення вибухонебезпечних предметів на територіях, де велися бойові дії або влучали снаряди, виконуватимуть і надалі, тож відвідувати місця відпочинку на природі та лісопаркові зони досі небезпечно.

❗️Фахівці попереджають, якщо ви десь натрапили на підозрілий предмет, не чіпайте його, не намагайтеся розібрати чи перемістити. Негайно повідомте про небезпечну знахідку Службу порятунку за номером телефону 101."
156,1080134301,20840,"**В Кирове местные бандиты, избили деда с тростью

**Якобы это не дед, алкаш и он не уступил им дорогу. Мрази залили деда перцовкой, а затем атаковали."
157,1511148555,10355,"🛩️🔥☠️ **В Винницкой области дронами-камикадзе «Shahed-136» атакована Ладыжинская ТЭС, — местный  гауляйтер**"
158,1469021333,9714,"⚡️Приблизно 6 години тому на зупиночному пункті Синяво, поблизу станції Стовпці (Барановичське відділення БелЖД), спалили шафу управління СЦБ (пристрій сигналізації, централізації та блокування). В результаті проведеної диверсії, світлофори та стрілочні переведення на даній ділянці перебувають у неробочому стані.

За останні 3 дні на Білоруській залізниці розгортається повномасштабна ""рейкова війна""."
159,1498939244,31195,Ещё Николаев
160,1498939244,32279,"Ну все, правильно подсказывают, у хохлов же 12ти бальная система."
161,1457892982,23796,"**❗️Тревога тем временем по всей Украине, кроме Крыма. Будьте в укрытиях

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
162,1247556894,3896,"Друзі! Київ продовжує забезпечувати столичних рятувальників сучасним спорядженням та технікою. Сьогодні місто передало рятувальникам ще 12 одиниць спецавто.
Це - пожежно-рятувальна техніка та авто швидкої допомоги. 10 місто отримало як допомогу, 2 - закупило.
 
Зокрема, 9 спецавто і рятувально-аварійне обладнання нам безкоштовно передали громади кількох міст Німеччини.

А Mototruck  - автомобіль повітрянопінного гасіння - подарував меценат з Польщі, який є власником компанії, що виготовляє ці авто. Таких машин в Україні не було. Авто доставляє великий запас піноутворювача на гасіння пожеж на нафтохімічних та нафтопереробних підприємствах.
 
Також серед отриманих авто:
 ▫️автодрабина, що працює до 10 поверху включно
▫️насосні автомобілі
▫️4 автоцистерни різної ємності
▫️ штабний автобус
▫️оперативно-рятувальний автомобіль."
163,1283359437,37961,"⚡️Над Брянской областью сбит украинский беспилотник, который трижды пытался нанести удар по селу Случевск Погарского района. Данную информацию подтвердил губернатор области Александр Богомаз.

@voenkorKotenok"
164,1498939244,34931,Взрывы в Одессе.
165,1144404150,13706,"🇷🇺🇺🇦 Точное попадание по бронетехнике ВСУ.

Кадры объективного контроля.

@warjournaltg"
166,1511148555,11557,🇺🇦 ВСУки - спать!
167,1080134301,14958,"🇷🇺🇺🇦 Бойцы спецподразделения ""Ахмат"" показали трофейный бронеавтомобиль СРМ-1 ""Козак"", на котором ездили грузинские наёмники."
168,1498939244,30100,"❗️🇷🇺🇺🇦** Обстановка на Лиманском направлении 
**__по состоянию на 14.00 1 октября 2022 года

__ВСУ сконцентрировали основные усилия на трёх участках дорог: **Лиман — Заречное**, **Торское — Кременная**, **Торское — Сватово**. Грамотно распределив силы, украинские формирования сосредоточились на перерезании линий коммуникаций российских войск.

Одновременно с этим продолжилось продавливание российских оборонительных порядков в самом **Лимане**, **Ставках**, северной окрестности **Ямполя** и вдоль** «дороги жизни»**.

▪️К полудню 1 октября ВСУ удалось физически перерезать дорогу **Торское — Сватово** и сковать силы ВС РФ боем в районе **Тернов**.

▪️Был поднят украинский флаг на западном въезде (`49.012093, 37.772098`) в **Лиман**: как минимум, 20% города к тому моменту контролировалось противником. Об этом свидетельствует отсутствие звуков стрелкового боя и артиллерийских ударов на западном въезде в город. 

Бои сместились в центр и восточную часть **Лимана**, южную окраину **Ставков**, северную окраину **Ямполя**. Сообщение между **Торским** и гарнизоном **Лимана** блокировано огнем.

▪️ВС РФ наносят удары по **Заречному (Кировску)**, в которое вошли украинские формирования. Именно через Заречное проходит дорога Лиман — Торское. 

▪️Дорога **Торское — Кременная** находится под постоянным огневым контролем ВСУ, украинские маневренные группы пытаются связать боем российские подразделения.

🔻Несмотря на предпринимаемые российским командованием меры, получилось в лучшем случае замедлить продвижение украинских войск. Переломить ход боёв за Лиман на данном этапе **не удаётся**.

[**Карта в высоком разрешении

**](https://rybar.ru/piwigo/upload/2022/10/01/20221001105321-795243b0.jpg)[**English Version

**](https://rybar.ru/piwigo/upload/2022/10/01/20221001105324-25ee629a.jpg)#дайджест #Донецк #Лиман #карта #Россия #Славянск #Украина #Харьков
@rybar

__*Поддержать нас: __`4377 7278 0407 7977` | `0x4739352b67Da6F4064757627D92A08EaDd3fb6b6` (ETH) | `33i1BwMuzeYTAUNtiLa6CjvaHtTVYNJfnp` (BTC)"
169,1469021333,9929,"Товариство, починаємо ДДОС!
Ддосиш сам, запроси і друга:

http://github.com/preselvis/nowar"
170,1093357968,9302,"Так этот рейд и был задуман для медийного удара в большей степени. Только эффект пока обратный. Понятно, что ВСУ способны на подобные действия. Тем более воспользовались тем, что техника по сути одинаковая и эффект неожиданности никто не отменял. Но по итогу - только больше спортивной злости. Я уже писал, что интересного врага и бить интереснее. 

@epoddubny

https://t.me/rybar/30179"
171,1498939244,31152,"Этим утром ВСУ обстреляли городскую администрацию Донецка из РСЗО HIMARS.

Пострадали двое мирных жителей."
172,1093357968,11614,"По любому ПВО я могу лишь сказать, что ПВО считается хорошим, если чужих оно сбивает чаще чем своих и что своего ПВО любому лётчику нужно боятся точно также как и чужого. 

Не очень понятно как там поживает система госопознования ""свой - чужой"", которая, как-бы стоит на каждой летабле и системе ПВО включая ПЗРК и сколько должно быть сбито своих, и не сбито чужих, чтоб эта система заработала как надо на пятый месяц боевых действий. 

Экипажу скорейшего возвращения в строй. 🤝
Расчету ПВО, ну не знаю, грамоту что-ли дайте. 😏 

https://t.me/epoddubny/11603"
173,1164348791,5560,"А ИЗ КАЗАХСТАНА ВОТ ЭТО ПИШУТ. В АЛМА-АТЕ ЕСТЬ СИЛЫ, ВОЮЮЩИЕ НА СТОРОНЕ НАТО?"
174,1109403194,32613,"Практически СБУ планировали выпустить из клеток более 280 насильников, убийц и прочей нечисти, чтобы те терроризировали жителей Херсона. Опять русские помешали, вот же редиски. Даже нет желания читать, как укра-пропаганда  откровенно врет про историю с бунтом в сизо. 

https://t.me/rian_ru/163309"
175,1109403194,37728,"⚡️ Героический 11 полк ДНР уничтожает вертолет МИ-8 противника в районе Первомайска. 

Крутейшие ребята, за это нужна гос награда!! 
@rtrdonetsk"
176,1469021333,13449,"🗻""**Едельвейси"" продемонстрували відео удару по кацапам на південно-західній околиці Спірного**. Лассард вже втомився від вічних претензій по Спірному, бо хтось начитався якихось журналістів, а ті подумали що хтось сказав, а той хтось чув чутку....

📍https://deepstatemap.live/#11.75/48.8075/38.3087"
177,1511148555,12615,"В Херсоне продолжается вакханалия. Толпа бешеных баб поют перед ВСУшником с арбузом гимн Украины и выкрикивают нацистские лозунги.

Кстати, вслушайтесь в слова гимна Украины, а кто не понимает свиномову почитайте перевод. Их с самого распада СССР программируют на противостояние с «врагом». Автор музыки родился в Австрийской империи, погиб в Польше, был католиком, и к Украине никакого отношения не имел. Автор слов тоже был поляком."
178,1457892982,29943,"**Жесть: в TikTok распространяется реклама ЧВК ""Вагнер"" с призывами убивать украинцев, собравшая более миллиарда (!) просмотров

**Также, в соцсети обнаружили более **500 видеороликов, пропагандирующих** **насилие против украинцев, включая призывы к убийству ""украинских нацистов""** и **пять аккаунтов TikTok**, которые перенаправляют пользователей на сайты, где **""Вагнер"" регулярно публикует объявления о вербовке**.

Об этом [сообщает](https://www.newsguardtech.com/misinformation-monitor/november-2022/) компания NewsGuard, изучающая и отслеживающая дезинформацию. 

Просто без комментариев.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)"
