,Post,Trans,Label,Type_Expanded
6918,"**Кацапское говно не обслуживаем. Вот что увидят клиенты Monobank, если захотят пополнить карту со счетов российских банков, или через платежную систему ""Мир"" **😁

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","We do not service trash from occupied territories. This is what Monobank clients will see if they try to top up their cards from Russian banks or through the ""Mir"" payment system. 😁

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6919,"⚡️**ВСУ контролируют все мосты через Днепр в Херсоне, россияне не смогут покинуть город в случае уличных боев — Резников

**""Не совсем верю в то, что россияне будут иметь возможность вести уличные бои. Мы контролируем все мосты на реке Днепр, используя HIMARS и другую артиллерию. И для них рискованно оставаться в Херсоне, потому что они потом не смогут сбежать, как это сделали в Изюме"", - сказал Резников в интервью Fox News.

Русня, пакетами запаслись?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","⚡️**The Ukrainian Armed Forces (UPA) control all bridges across the Dnieper in Kherson, so the Russians won't be able to leave the city in case of street battles — Reznikov

I'm not sure the Russians will have the chance to engage in street battles. We control all the bridges over the Dnieper using HIMARS and other artillery. It's risky for them to stay in Kherson because they won't be able to escape like they did in Izium,"" Reznikov said in an interview with Fox News.

Russians, stock up in packages?

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6920,"❗️**Воздушная тревога в большинстве областей Украины

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","❗️**Air raid alert in most regions of Ukraine

**[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6921,"**Apple переведет iPhone на зарядки USB-C уже в следующем году — Bloomberg

**Требование об унификации зарядных устройств в ЕС вступает в 2024 году и в Apple будут этот закон исполнять. Компания уже перевела на USB-C  году свои Mac, iPad и аксессуары.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Apple will switch iPhones to USB-C chargers next year—Bloomberg

**The EU's requirement for standardized charging devices takes effect in 2024, and Apple will comply with this law. The company has already switched its Macs, iPads, and accessories to USB-C.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6922,"**В Иране убиты два генерала Корпуса Стражей Исламской Революции.

**Есть две цели у этого убийства. Первая - повлиять на поставки дронов России, вторая - показать, что поставки дронов России не окажутся безнаказанными. И да, оба генерала имеют отношение к этим поставкам.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Two generals of the Corps of the Guardians of the Islamic Revolution were killed in Iran.**

**There are two goals behind this assassination. The first is to affect the delivery of Russian drones, and the second is to show that the delivery of Russian drones will not go unpunished. Indeed, both generals were involved in these deliveries.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6923,"**Госпогранслужба показала, как пограничников учат использовать противотанковый комплекс NLAW

**Только не показывайте это российским бомж-войскам. Им такое и не снилось.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The Border Guard Service showed how border guards are trained to use the NLAW anti-tank complex.

Just don't show this to Russian homeless troops. They never even dreamed of having such equipment.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6924,"**Вечернее обращение Президента Украины Владимира Зеленского

**Главное:
▪️Утром обратился к участникам Берлинской конференции, посвященной восстановлению и модернизации Украины.
▪️Заявил, что в Хорватии начала работу Крымская платформа – на парламентском уровне.
▪️Провел переговоры с прибывшим в Украину президентом Германии Штайнмайером.
▪️Поговорил с новым премьер-министром Великобритании Риши Сунаком.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Evening Address by Ukrainian President Volodymyr Zelenskyy

**Key Points:
▪️Addressed participants of the Berlin Conference on the reconstruction and modernization of Ukraine in the morning.
▪️Announced that the Crimean Platform has started its work at the parliamentary level in Croatia.
▪️Met with German President Olaf Scholz, who arrived in Ukraine.
▪️Spoke with the new British Prime Minister Rishi Sunak.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6925,"**После взрывов в Днепре погибли 2 человека: один в автомобиле, второй — на мойке рядом с заправкой. Ещё 2 человек удалось спасти

**Видео с места происшествий опубликовал Кирилл Тимошенко.

**UPD: **По данным Главы ОВА, еще трое людей получили ранения.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","After explosions in Dnipro, two people died: one in a car, the other at a car wash near a gas station. Two others were rescued.

Video from the scene was posted by Kirill Timoshenko.

UPDATE: According to the Head of OVA, three more people were injured.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6926,"**К слову, **[**призывы уничтожать украинцев**](https://t.me/ukrinformator/28119)** каждый день Кадыров сделал после того, как **[**вчера наши бойцы накрыли базу**](https://t.me/ukrinformator/28063)** тик-токеров

**Там подохло минимум 40 дон-донов и ещё около 100 были под завалами.

Именно поэтому Рамзанку понесло🤡

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","By the way, after our soldiers struck the TikTok creators' base yesterday, **Kadyrov called for exterminating Ukrainians every day**.

At least 40 Don-Dons died there, and about 100 more were buried under debris.

That's why Ramzan went off his rocker 🤡

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6927,"**❗️В Днепре осколки российского снаряда попали в заправку БРСМ. Пожар уже тушат

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️In Dnipro, fragments of a Russian shell hit a BRSM gas station. The fire is already being extinguished.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6928,"""Я вам даю слово: **мы будем нападать на них каждый день.** Мы этих шайтанов **не будем брать в плен.** Будем **сжигать их (!)...Наша территория — Одесса, Киев, Харьков. Все регионы и в целом Украина (!)** — это наша территория, российская"", — Кадыров🤡

А вот и раскрыты настоящие цели ""спецоперации"".

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","""I give you my word: **we will attack them every day.** We will **not take these devils captive.** We will **burn them... (!) Our territory is Odessa, Kyiv, Kharkiv. All regions and Ukraine as a whole (!) are our territory, Russian,"" — Kadryrov 🤡

And here are the real goals of the ""special operation"" revealed.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6929,"**❗️В Днепре прозвучал взрыв и начался пожар. Предварительно, это был прилёт иранского дрона-мопеда. Сообщают, что зафиксирован ещё один вылет Шахедов из оккупированного Крыма

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️An explosion was heard in Dnipro, and a fire broke out. Preliminary reports suggest it was a strike by an Iranian drone-moped. It is also reported that another Shahed drone took off from occupied Crimea.**

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6930,"**❗️Израиль обнародует доказательства использования иранских дронов на территории Украины, — **[**The Times of Israel**](https://www.timesofisrael.com/herzog-says-will-present-us-officials-with-evidence-of-iranian-drone-use-in-ukraine/)** со ссылкой на президента страны

**Израиль провёл экспертизу и выяснил, что **российские БПЛА «Герань-2» и иранские Shahed-136 идентичны**. Результаты президент Израиля представит Байдену.

Русню раскрыли.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**❗️Israel will present US officials with evidence of Iranian drone use in Ukraine,** according to **The Times of Israel**, citing the country's president.

Israel has conducted an examination and found that the Russian UAVs ""Geran-2"" and the Iranian Shahed-136 are identical. The Israeli president will present these results to Biden.

The Russians have been exposed.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6931,"**Сегодня режим Зеленского продолжил наносить удары ""грязными бомбами"" по Саратову, Воронежу и Ростову

**Бедные российские города. Жуть.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Today, Zelensky's regime continued to launch ""dirty bomb"" attacks on Saratov, Voronezh, and Rostov.

**Poor Russian cities. Terrifying.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6932,"**На России новая цель ""спецоперации"". Вместо  ""денацификации"" и ""демилитаризации"" появилась ""десатанизация"" 🤡

**Что они там курят?

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Russia has a new goal for its 'special operation.' Instead of ""denazification"" and ""demilitarization,"" it's now ""desatanization"" 🤡

What are they smoking?

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6933,"❗️**Советы пешеходам, как оставаться заметными в темное время суток, когда из-за экономии электроэнергии и светомаскировки, улицы городов плохо освещены

**Итак:
▪️Надевайте светлое;
▪️Купите светоотражающие элементы: браслет, ленту на рюкзак. Светоотражатели уменьшают риск наезда авто на пешехода в шесть раз;
▪️Купите для своих домашних любимцев светящиеся ошейники или одежду со светоотражающими элементами.

Лучше всего заметны светоотражающие элементы желтого цвета и размером более 15 см кв. Их нужно надевать:
▪️Со стороны движения автомобиля по отношению к вам, а лучше — с обеих сторон;
▪️На уровне глаз водителя;
▪️Детям их лучше располагать на уровне головы, корпуса и рук;
▪️На подвижных частях тела (предплечья, голени, запястья, лодыжки).

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","❗️**Pedestrian Tips for Staying Visible at Night When Streets Are Poorly Lit Due to Energy Savings and Light Pollution**

So, here are some tips:
- Wear light-colored clothing;
- Get reflective elements: armbands, straps for your backpack. Reflective materials reduce the risk of being hit by a car by six times;
- Buy glow-in-the-dark collars or clothes with reflective elements for your pets.

The most visible reflective materials are yellow and should be larger than 15 square cm. They should be worn:
- On the side of oncoming traffic relative to you, better yet, on both sides;
- At the driver's eye level;
- For children, place them at head, torso, and arm levels;
- On movable body parts (forearms, shins, wrists, ankles).

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6934,"**За последние две недели в Украине резко возрос спрос на павербанки, свечи и буржуйки. Так украинцы готовятся к тяжёлой зиме, — Rozetka

**Сообщается, что:
▪️**павербанки** на сайте стали покупать почти **в 4 раза чаще;
▪️свечи и газовые горелки** – в 3 раза;
▪️**электрогенераторы и фонари - **в 2,5 раза;
**▪️зарядные устройства и газовые баллоны **- в 2 раза;
**▪️солнечные панели** – в 1,6 раза;
**▪️на буржуйки **- 1,5 раза.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","In the last two weeks in Ukraine, there has been a sharp increase in demand for power banks, candles, and stoves. Ukrainians are preparing for a tough winter, according to Rozetka.

It is reported that:
▪️power banks on the website are being purchased almost 4 times more frequently;
▪️candles and gas stoves – 3 times more;
▪️generators and flashlights – 2.5 times more;
▪️charging devices and gas cylinders – 2 times more;
▪️solar panels – 1.6 times more;
▪️stoves – 1.5 times more.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6935,"**Безработных будут привлекать к общественным работам. Платить будут ""минималку"" — **[Минэкономики

](https://www.me.gov.ua/News/Detail?lang=uk-UA&id=1455dd6f-3083-4891-af96-00ed9c7c497a&title=Bezrobitni)Из-за войны в стране ожидается высокий уровень [безработицы - около 30%](https://t.me/ukrinformator/28048) по итогам года, поэтому правительство предлагает механизм, по которому безработных можно привлекать к:
▪️обустройству блок-постов, вырубке деревьев для формирования окопов;
▪️заготовке дров для военных и населения;
▪️разборам завалов и восстановлению домов, поврежденных в результате боевых действий;
▪️укреплению дамб;
▪️расчистке дорог от завалов;
▪️разгрузке гуманитарной помощи;
▪️обустройству укрытий;
▪️ремонтам и восстановлению  помещений социальной сферы;
▪️помощи ВПЛ, людям с инвалидностью и пожилого возраста.

Такие работы уже выполняют безработные в Сумской и Черниговской областях.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The unemployed will be required to perform public works. They will be paid the minimum wage — [Ministry of Economy](https://www.me.gov.ua/News/Detail?lang=uk-UA&id=1455dd6f-3083-4891-af96-00ed9c7c497a&title=Bezrobitni)

Due to the war, it is expected that the unemployment rate will be high by year-end — around 30% — so the government proposes a mechanism where the unemployed can be engaged in:
- setting up roadblocks, cutting trees for trench digging;
- gathering firewood for military and civilian use;
- clearing debris and repairing homes damaged as a result of combat operations;
- reinforcing dikes;
- clearing roads from debris;
- unloading humanitarian aid;
- preparing shelters;
- repairs and restoration of facilities in the social sphere;
- assisting vulnerable persons, people with disabilities, and the elderly.

Such work is already being performed by the unemployed in Sumy and Chernihiv regions.

[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_v",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6936,"**⚡️В случае подрыва Каховской ГЭС Крым останется без водоснабжения на 10-15 лет, а может быть, и навсегда, — **[**заявил**](https://news.sky.com/story/volodymyr-zelenskyys-most-trusted-security-adviser-says-all-of-ukraine-must-be-liberated-from-russian-invaders-12729556)** секретарь СНБО Алексей Данилов

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️If the Kakhovka Hydroelectric Power Station is blown up, Crimea will be without water supply for 10-15 years, and possibly forever,** — **declared** Secretary of the National Security and Defense Council Alexey Danilov.

**[Source](https://news.sky.com/story/volodymyr-zelenskyys-most-trusted-security-adviser-says-all-of-ukraine-must-be-liberated-from-russian-invaders-12729556)**

**[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)**",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6937,"**Тонкие намеки от главы ОП Ермака подъехали😏

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Subtle hints from OP Head Yermak have arrived😏**

**[Informer](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)**",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6938,"**⚡️Россия планирует провести вторые за год учения по ядерному сдерживанию ""Гром"". Первые были за несколько дней до полномасштабного вторжения в Украину — **[**Defense Express**](https://defence-ua.com/army_and_war/jaderni_navchannja_rf_grom_2022_koli_u_kremli_mozhut_lishe_spodivatisja_scho_raketi_ta_bojegolovki_ne_prorzhavili_ostatochno-9412.html?fbclid=IwAR1IzN6pnGU1HPhNdmMuC4H8yhOdrazHdOOs_8MSiOaYvbxiR_9_5lA4-Bs)**

**Предварительно, они начнутся после завершения[ тренировок НАТО](https://t.me/ukrinformator/27545) по ядерному сдерживанию, которые продлятся до 30 октября.

Будут проводить **пуски с подводных ракетоносителей, гиперзвуковых, баллистических межконтинентальных ракет наземного базирования, запуски с самолетов стратегической авиации и испытательный пуск РС-28 ""Сармат""**.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Russia plans to conduct its second nuclear deterrence drills of the year, named ""Grom."" The first set took place just days before the full-scale invasion of Ukraine.**

**These drills will commence after the completion of NATO's nuclear deterrence training exercises, which will run until October 30.**

**The drills will include missile launches from submarine-based missile carriers, hypersonic and intercontinental ballistic missiles based on ground launchers, air-launched strategic aircraft missile launches, and a test launch of the RS-28 Sarmat missile.**

[Informer] | [Subscribe]",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6939,"**Вы не поверите, но сегодня прихожани РПЦ выгоняли из Мариуполя и ""Азовстали"".. демонов Азова и ВСУ**🤷🏻‍♂️

Обряд экзорцизма проводили на полном серьёзе и при поддержке оккупантов.

Кринж дня.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","You won't believe it, but today the believers of the ROC were being expelled from Mariupol and Azovstal... by the demons of Azov and the VSU. 🤷🏻‍♂️

An exorcism ritual was conducted seriously with the support of the occupiers.

Awkward moment of the day.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6940,"**Грибники на Киевщине наткнулись на российскую растяжку с двумя гранатами

**Еще одно доказательство того, что в лес ходить все еще очень опасно.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","Mushroom pickers on Kyiv Oblast stumbled upon a Russian tripwire with two grenades.

Another piece of evidence that it is still very dangerous to go into the forest.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6941,"**Эмоции наших бойцов, когда дождались подкрепления

**Русне приготовиться.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**The emotions of our soldiers when they finally received reinforcements

**Rusne, prepare.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6942,"❗️**Украинцев, которые сейчас находятся за границей, просят не возвращаться домой до весны

**""Буду просить не возвращаться, **нам нужно пережить зиму. К сожалению, сети не выдержат, вы видите, что делает Россия. **Не нужно этого делать. Если есть возможность – остаться, пока перезимовать за границей"", [заявила](https://www.youtube.com/watch?v=CwQl49tDPTk) Ирина Верещук.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","❗️**Ukrainians who are currently abroad are asked not to return home until spring.

""I will be asking you not to come back, we need to get through the winter. Unfortunately, the networks won't hold up, you can see what Russia is doing. You shouldn't do this. If possible, stay abroad to weather the winter,""** [said](https://www.youtube.com/watch?v=CwQl49tDPTk) Iryna Vereshchuk.

[Source](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6943,"**⚡️Риши Сунак стал новым премьер-министром Великобритании после того, как король Чарльз поручил ему сформировать правительство

**Сунак является уже третьим премьер-министром в этом году и стал самым молодым за два столетия. Ему 42 года.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**⚡️Rishi Sunak became the new Prime Minister of the United Kingdom after King Charles tasked him with forming a government.

Sunak is the third Prime Minister of the year and is the youngest in two centuries, at 42 years old.

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6944,"**Прямо сейчас в Украине можно увидеть частичное солнечное затмение

**По оценкам ученых, Луна закроет от 39% до 60% солнечного диска в зависимости от области. Однако, из-за пасмурной погоды увидеть затмение вживую смогут не все. Трансляцию можно посмотреть [здесь](https://www.youtube.com/watch?v=2FKh2xLo4Ek&ab_channel=RoyalObservatoryGreenwich).

Затмение **завершится в 14:49 по киевскому времени, максимум ожидается около 13:36.** В следующий раз **его можно будет наблюдать через 18 лет.

**[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**Right now in Ukraine, you can observe a partial solar eclipse.

According to scientists, the Moon will cover between 39% and 60% of the sun's disk depending on the region. However, due to cloudy weather, not everyone will be able to see the eclipse live. You can watch the live stream [here](https://www.youtube.com/watch?v=2FKh2xLo4Ek&ab_channel=RoyalObservatoryGreenwich).

The eclipse will end at 14:49 Kyiv time, with its maximum expected around 13:36. The next time it will be visible will be in 18 years.

**[For updates](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)**",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
6945,"**ЧВК ""Вагнер"" массово набирает на войну с Украиной заключенных с ВИЧ и гепатитом C — **[**ГУР

**](https://gur.gov.ua/content/vahnerivtsi-masovo-rekrutuiut-viazniv-khvorykh-na-vil-ta-hepatyt.html)Таким ""бойцам"" выдают **специальные браслеты: красный для страдающих ВИЧ, белый — гепатитом**. Явление уже массовое. По данным ГУР, **наши бойцы уже брали в плен таких мобилизированных и они  подтверждающие информацию о массовости явления.

**Красовский, твоих рук дело?😏

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","The Wagner private military company is mass-recruiting prisoners infected with HIV and hepatitis C for the war in Ukraine — [GUR](https://gur.gov.ua/content/vahnerivtsi-masovo-rekrutuiut-viazniv-khvorykh-na-vil-ta-hepatyt.html). These ""fighters"" are given special bracelets: red for those suffering from HIV, and white for those with hepatitis C. This phenomenon is already widespread. According to GUR, our soldiers have already taken such mobilized prisoners into custody, and they confirm the mass nature of this situation.

Is this your doing, Krasovsky? 😏

[Informant](https://t.me/+LV7tr2_vgu02NjAy) | [Subscribe](https://t.me/+LV7tr2_vgu02NjAy)",No,"This post does not describe a human rights violation as there is no act of military or government forces intentionally harming or killing citizens, destroying civillian's property, sexual violence, torture, execution or abuse of detaineesand refugees. Criminal act is not a Human rights violation if they are committed by civilians."
