,Post,Trans,Label,Type,Index
776,"[**The European Conservative:**](https://europeanconservative.com/articles/news/foreigners-responsible-for-77-of-solved-rape-cases-in-paris-in-2023/)** 77% изнасилований в Париже совершаются мигрантами**

Новые данные о преступности в Париже ставят под сомнение способность властей обеспечить безопасность женщин во время летних Олимпийских игр, пишет издание.

Цифры, зафиксированные штаб-квартирой полиции Парижа, показали, что 77% дел об изнасилованиях в столице, раскрытых в 2023 году, были совершены преступниками, у которых нет французских паспортов, при этом большинство сексуальных преступлений происходит в туристических зонах и вокруг них, таких как Марсово поле, которые скоро будут заполнены посетителями игр.

По данным Главного управления полиции Парижа, в 2023 году в столице было зарегистрировано 97 изнасилований, что на 2% больше, чем в 2022-м. До прошлого года этот показатель оставался относительно стабильным с 2018 года.

Из общего числа зарегистрированных дел 30 были раскрыты, а 36 виновных были арестованы. Помимо того, что подавляющее большинство преступников не были французами, большинство из них были наркоманами, бездомными и безработными.

Грегори Жорон, генсекретарь одного из крупнейших профсоюзов полицейских Франции, выразил сожаление по поводу выводов доклада.

Это по-прежнему одно изнасилование каждые три дня в Париже... Это реально вызывает вопросы. Раз показатель стабилен с 2018 года, то в целом мы видим, что это явление, которое мы не можем погасить.

Выводы доклада особенно тревожны в свете предстоящих Игр, на которых Париж, как ожидается, примет около 15 миллионов посетителей.

[**Подписывайся на Telegram СОЛОВЬЁВ!**](https://t.me/SolovievLive)","[**The European Conservative:**]https://europeanconservative.com/articles/news/foreigners-responsible-for-77-of-solved-rape-cases-in-paris-in-2023/)** 77% of rapes in Paris are committed by migrants** New data on crime in Paris question the ability of the authorities to ensure the safety of women during the Summer Olympics, writes the publication. Figures recorded by the Paris police headquarters show that 77% of rapes in the capital were committed by criminals without French passports around this date, with the majority of sexual crimes committed in the Paris area without a visa and the presence of visitors to the Paris Metropolitan Police Office, which were reported in 2018 by the French authorities.",,,
777,"💃🚕😱 Водитель Хамиджод сказал, что ему «нет сил терпеть» и после отвёз пассажирку по адресу, списав деньги с учётом «ожидания» в момент изнасилования","😱 Driver Hamidjod said he couldn't stand it and then drove the passenger to the address, writing off the money with the waiting period at the time of the rape",,,
778,"38-летняя жительница Миннесоты арестована за **изнасилование двоих 15-летних хоккеистов**, с которыми жила в одном отеле.

Как-то ночью она поссорилась с мужем, пошла искать приключений и **вломилась в номер к пацанам**. Там в комнате еще третий был, но ему не повезло — он чудом спасся.

Почему они, а не я?

[ЧЕРНОСЛИВ](https://t.me/+I7wEAvx3i-1mYWVi)** ⬅️ ЖМИ!**","A 38-year-old Minnesota resident is arrested for raping two 15-year-old hockey players she lived with in one hotel. One night she got into a fight with her husband, went out looking for adventure and broke into a boys' room.",,,
779,"**Защита офшорного Грудинина – руководству КПРФ не впервой вставать на защиту жуликов и преступников
**
Как выясняется, изобличающая риторика лидеров КПРФ касается только их политических оппонентов – самим партийцам [дозволено](https://zen.yandex.ru/media/id/5fa81a587467453084b94483/zascita-ofshornogo-grudinina--rukovodstvu-kprf-ne-vpervoi-vstavat-na-zascitu-julikov-i-prestupnikov-61083247a579f63343ec0917) все.

Так, Зюганов лично [выгораживает](https://www.kommersant.ru/doc/3887611) Павла Грудинина, называя [несправедливостью](https://tass.ru/politika/12003347) отказ в его регистрации из-за сокрытия факта владения зарубежными активами. Ранее с Грудинина взыскали более миллиарда за [махинации](https://ria.ru/20191029/1560353081.html) с землями Совхоза им. Ленина. Тоже «несправедливо», разумеется.

А в июле 2020 года выяснилось, что кандидат Андрей Дряблов ранее был [судим](https://www.bnkomi.ru/data/news/114936/) за педофилию, что не помешало лидерам КПРФ [оставить](https://clck.ru/WUYtn) его в предвыборном списке.

В феврале 2011 года партийные боссы также заступались за экс-мэра Братска Александра Серова, [осужденного](https://www.kommersant.ru/doc/1605992) за вымогательство взятки.

А в 2013 году – за кандидата от КПРФ в Саратовской области Бориса Грачева, [осужденного](https://www.kommersant.ru/doc/2271087) за групповое изнасилование: по мнению депутата Госдумы от КПРФ Ольги Акимовой, это было давно и [не является](https://saroblnews.ru/proxindiada/i43376-alimova-otmazyvaet-svoego-pomoshchnika-nasi) чем-то необычным.","**Protection of the offshore candidate of the CPRF  leadership of the CPRF not first to stand up for the protection of crooks and criminals ** As it turns out, the revealing rhetoric of the CPRF leaders only concerns their political opponents  the parties themselves [allowed]https://zen.yandex.ru/media/id/5fa81a587467453084b944/1683/zascita-ofshornogo-grudinina--kprovodstvu-kprf-ne-vpervoi-na-zastavat-na-zastavat-julik-i-tupnikov-61083a579f63343ec0917) all. Thus, the president of the party personally [https://www.yandex.ru/media/id/5fa81a58747/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/media/id/5fa87a587a545454545454545454545454b9455455455455455455455455455455455455455455455455455455455455455b9/zaszaszasta_as-zascita-ofshornogo-grudinina-grudinina-grudinina-kprovodstva-k-kprf-ne-v-v-v-v-v-v-v-stavat-na-zastavat-na-zas-zas-julik-i-pras-prat-p-prat-p-v-v-na-prat-v-v-p-na-prat-v-v-na-v-p61083a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a5a",,,
780,"В Барнауле школьницы избили и изнасиловали пластиковой бутылкой 11-летнюю девочку, сняв это на видео. Возбуждено уголовное дело.

По данным следствия, на ребёнка напала 14-летняя школьница с компанией своих подруг-сверстниц в одном из заброшенных домов. Как пишут местные СМИ, все они учатся в одной школе.

Видео с изнасилованием и избиениями подростки скинули матери пострадавшей девочки. Та сразу написала заявление в полицию.

В школе проводится проверка: выясняется, что могло послужить причиной издевательств. Как сообщается, у главной подозреваемой уже были приводы.

14-летняя девочка задержана. Решается вопрос об избрании ей меры пресечения","In Barnaul, schoolchildren beat and raped an 11-year-old girl with a plastic bottle, and filmed it on video. A criminal case was opened. According to the investigation, a 14-year-old school girl and her peer-friend assaulted the child in one of the abandoned houses.",,,
781,"**Герой мемов Мурад на самом деле зовут не Мурад**, а Исрапил Рамазанов **и он является педофилом** — ОН ОТСИДЕЛ в тюрьме за изнасилование несовершеннолетнего с 2008 по 2012 год","**Mem hero Murad is actually not Murad**, but Israpil Ramzanov **and he is a pedophile**",,,
782,"Этот миграционный центр в Екатеринбурге - рядом с моим домом - давно оброс [**мощнейшей инфраструктурой по легализации мигрантов**](https://www.youtube.com/watch?v=wCuS312ulMM&t=955s)** **- вся округа в ""сертификат русский язык недорого, ВНЖ, гражданство РФ"".

Подземный город, этнический анклав на Сулимова 46, в Пионерске, в Кировском районе Екатеринбурга. Это та самая локация, где недавно [мигрант напал и избил журналистов](https://t.me/SergeyKolyasnikov/60171). Недалеко от этого миграционного центра гражданство РФ через фиктивные браки[ продавалось по 70.000 рублей](https://t.me/SergeyKolyasnikov/56151).

В 2017 году мы боролись с этим миграционным центром, делали депутатский запрос https://t.me/SergeyKolyasnikov/1384, но тут такое бабло, что его просто взяли и разместили тайком, без учета мнения местных житетей - рядом со школами и детскими садами, что в свете массы изнасилований мигрантами последних месяцев выглядит вообще жутко. В итоге Пионерка уверенно превращается в [этнический анклав.](https://t.me/SergeyKolyasnikov/47852)","This immigration center in Yekaterinburg - near my home - has long since grown into the most powerful immigrant legalization infrastructure in Yekaterinburg. This is the same location where [a migrant attacked and killed journalists] http://www.youtube.com/watch?v=wCuS312ulMM&t=955s) **- all the districts in the ""certificate of Russian language cheap, VNJ, citizenship of the Russian Federation"". https://www.youtube.com/watch?v=KYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY",,,
783,"[​​](http://telegra.ph/file/6cac420a68e837412038b.jpg)**Настю Рыбку обвинили в изнасиловании**.

Белоруску Анастасию Вашукевич (Настя Рыбка), Александра Кириллова (Алекс Лесли) и еще восемь человек, которых арестовали в Таиланде за проведение нелегальных секс-тренингов, **обвинили в изнасиловании и организации проституции**.

Об этом пишет в среду, 4 апреля, РИА Новости со ссылкой на источник в уголовной полиции Паттайи.

По его информации, такое заявление было подано в полицию 1 апреля. «Как я понял, основные обвинения в заявлении выдвинуты против одного из арестованных за секс-тренинг, а остальные обвиняются как сообщники», — рассказал собеседник агентства. Кто именно является основным обвиняемым, не сообщается.

Источник добавил, что теперь должно быть проведено новое следствие. «Это значит, что депортировать их невозможно, пока в их отношении есть такое заявление, а тем более, если по этому заявлению заведут уголовное дело», — сказал он.","[http://telegra.ph/file/6cac420a68e837412038b.jpg) **Nasty Rybka was charged with rape**. Belarus Anastasia Vashukhevich (Nasty Rybka), Alexander Kirilov (Alex Leslie) and eight others arrested in Thailand for illegal sex-training were charged with rape and prostitution**.",,,
784,"Как бы Украина и США не пытались оправдаться за то, что украинские спецслужбы не причастны к теракту в «Крокус Сити Холле», так или иначе, но трагедия все равно будет ассоциироваться с украинским следом, поскольку у Киева богатая история террористических атак на инфраструктуру. Более того, буквально вчера глава СБУ Малюк рассказал[ подробности покушений](https://t.me/first_political/68714) на экс-нардепа ВРУ Киву, российского военкора Татарского, и экс-чиновников «ЛНР». А также подтвердил, что за атаками на «Крымский мост», военные корабли в Черном море, танки, системы РЭБ и ПВО, и нефтеперерабатывающие заводы стоит Служба безопасности Украины. Что в принципе укладывает установку, что теперь любые взрывы в России, будут прямым следствием украинских спецслужб. И даже если взять на себя ответственность попытается «ИГИЛ», как в случае с терактом в «Крокусе», уже в принципе развалившейся, террористической ячейки вряд ли кто-то поверит. А активное участие США, которые попытались оправдать Украину, все больше вызывает сомнений о ее непричастности к теракту. Тем более, что на фоне громких заявлений «отбеливающих» репутацию Украины, в австрийском издании Heute вышла статья, что граждане Таджикистана (к слову, напомним, что террористы устроившие в Подмосковье теракт тоже [граждане Таджикистана](https://t.me/first_political/68624)), связанные с ИГИЛ, пребывают в страны ЕС через Украину. Отметим, что ещё в январе о том, что таджики, связанные с группировкой ""Исламское государство Хорасана"" направляются в Европу из Украины, писала и немецкая газета Bild. Более того, часть «исламского мира», также воюет на стороне Украины, где собственно и проходит подготовку. А учитывая, что террористы, устроившие теракт в Крокусе, прорывались к украинской границе, это лишний раз подтверждает, что украинские спецслужбы напрямую причастны к теракту.","Moreover, just yesterday, the head of the SBU Malyk also told [details of the attacks] via the German https://t.me/first_political/68714) on the former Nardeep of the Ukrainian SSR, the Russian military group of the Tatar SSR, and the officials of the LPR. The tragedy will still be associated with the Ukrainian trail, as Kiev has a rich history of terrorist attacks on infrastructure. Moreover, the head of the SBU also told [details of the attacks] via the German https://t.me/first_political/68714) on the former Nardeep of the Ukrainian SSR, the Russian military group of the Tatar SSR, and the officials of the LPR. The tragedy will still be associated with the Ukrainian trail, as Kiev has a rich history of terrorist attacks on the Crimea, the former EU military ships in the Black Sea, the Turkish SSR, the SSR and the Ukrainian SSR, the Ukrainian SSR, the Ukrainian SSR, the Ukrainian SSR, the Ukrainian SSR and the Ukrainian SSR have been accused of being more responsible for the attacks.",,,
785,"⚡️12 сентября 2024 года Челябинский областной суд [значительно смягчил приговор](https://t.me/SergeyKolyasnikov/62780) мигранту из Таджикистана Назарали Сайакбарову, осужденному на восемь лет за изнасилование 16-летней девушки в Магнитогорске, отец которой в это время находился в зоне СВО.

Изнасилование несовершеннолетней п. „а“ ч.3 ст. 131 УК РФ **превратилось** в ч.1 ст. 131 УК РФ - просто изнасилование использованием беспомощного состояния потерпевшей, а наказание снижено до трех с половиной лет лишения свободы с отбыванием наказания в исправительной колонии общего режима (ранее был строгий режим).

О причинах такой лояльности остается только гадать, но по словам родственников девочки, им предлагали миллион рублей за молчание. Возможно, что этот миллион таки нашел уютный карман.

**Сегодня судья Челябинского облсуда Елена Антонова, смягчившая приговор мигранту, подала в отставку. **Ее заявление рассмотрят на очередном заседании квалификационной коллегии судей Челябинской области.**

А представление прокуратуры на приговор вскоре рассмотрят в кассации** (Глава СК РФ Александр Бастрыкин поручил разобраться, в связи с чем дело было переквалифицировано, а депутат Госдумы Александр Хинштейн обращался к генпрокурору РФ Игорю Краснову с просьбой внести представление на решение суда).","️12 September 2024 Chelyabinsk Regional Court [significantly softened the sentence]https://t.me/SergeyKolyasnikov/62780) of a migrant from Tajikistan, Nazaraly Sayakbarov, sentenced to eight years for raping a 16-year-old girl in Magnitogorsk, whose father was at the time in the SVO zone. The rape of a minor p. a section 3 of Article 131 of the Criminal Code of the Russian Federation ** turned out to be a violation** of Article 1 of Article 131 of the Criminal Code of the Russian Federation - simply raping the victim's helpless condition, and the sentence was reduced to three and a half years in prison by serving a sentence in a public prison in connection with the sentencing of a sentence in the public prison regime of the day (which was the reason for the dismissal of such a request by the General Court of the Russian Federation).",,,
786,"У нас как-то мало рассказывают какие зверства творились в тюрьмах Грузии по прямому приказу Саакашвили. Пытки. Изнасилования. Так что в тюрьмах его очень ждут, кровников много, судьба его там будет ужасной. https://t.me/tass_agency/84895","We have little to say about the atrocities that were committed in Georgia's prisons on Saakashvili's direct orders, trials, rapes, so there's a lot of waiting for him in the prisons, there's a lot of bloodshed, his fate there will be terrible.",,,
787,"**⁉️Спасая пса от изнасилования, австралиец вступил в драку с кенгуру посреди реки
**
В реке стоял 2-метровый кенгуру, в лапах которого был его пёс по кличке Хатчи. Кенгуру держал собаку сзади с недобрыми намерениями. Мик попытался отпугнуть кенгуру, а затем нанёс удар животному. Животное ударило в ответ. В итоге пес сбежал от насильника.

[Правдивости - подписаться](https://t.me/+GvivdThlMX1jZjRi)","**!?️Saving a dog from rape, an Australian struggles with a kangaroo in the middle of a river ** In the river stands a 2-meter kangaroo, whose paw is his dog named Hatchi. The kangaroo holds the dog behind with bad intentions.",,,
788,"Глава Сергиев - Посадского района приехал в Бужаниново и рассказывает жителям про опасность и вред суда Линча. Во - первых, ни о каком линчевании речь не идёт. Жители ничего не жгли, не громили, никого не вешали, они просто потребовали закрыть общежитие, постояльцы которого достали своим поведением.

Для главы района «несанкционированный митинг» стал холодным душем и по спине пополз холодок страха. Это же теперь видимо попадёт. Митинг, полиция, мутные схемы с ночлежкой гастарбайтеров. Дело стало громким, Москва в ярости, СКР дело возьмёт на контроль и начнет задавать неприятные вопросы.

Глава открыл методички и решил, что надо местных припугнуть и рассказать про опасность линчевания, ладно хоть Великую Отечественную не вспомнил и не рассказал, что фашистов все вместе побеждали.

Второе. Интересно, а до засуетившегося главы доходили слухи или жалобы бужаниновских обывателей ? Слышал он про бесчинства гастарбайтеров, оккупировавших посёлок и если слышал, какие меры принял? Митингующие прямо говорят, что боятся отпускать детей на улицу, а все их жалобы игнорируются.

Ещё раз повторю свой тезис. Убийство и изнасилование женщины, это следствие, а не причина.  Мнимое чувство  безнаказанности, породило соответсвующее отношение к России и русским людям со стороны южных гостей. Поняв, что можно делать что хочешь и тебе за это ничего не будет, животные потеряли остатки разума и вышли на охоту.

 Сейчас сонм экспертов и лоббистов ввоза в Россию гастарбайтеров начнет рассказывать про преступника, у которого нет национальности и про экономику, которая мгновенно рухнет, как только мигрантопровод перестанет качать в максимальном объёме. Женщину похоронят, местных успокоят, локальные мероприятия проведут. Только проблемы это не решит и очень скоро новости о драках гастарбайтеров, убийствах, изнасилованиях, раскрытых ячейках террористов, вновь заполнят информационные ленты.","The residents did not burn anything, threatened no one, they simply demanded to close the hostel, whose residents got their way. For the head of the district, the unauthorized rally became a cold shower and the backs of fear crept through. This is now apparently falling. The rally, the police, the mute schemes of the nightclub of the gas workers. The case became quiet, Moscow in rage, the SFR wants to take control of the payroll and start the task of getting out of the streets. The head of the gas station has opened up the methodology and decided that it is possible to ignore the local authorities, to tell the local authorities, to ignore the local authorities, to tell the people about the situation, to tell the victims and the victims of the massacre.",,,
789,"Колпинский районный суд города Санкт-Петербурга заочно арестовал на два месяца бойца ММА из Таджикистана Салимджона Ширинова, обвиненного в изнасиловании несовершеннолетней девочки.

По данным следствия, вечером 4 декабря в квартире одного из домов поселка Металлострой Колпинского района Ширинов напоил 13-летнюю девочку и вступил с ней в половой контакт. Потерпевшая обратилась в детскую городскую больницу № 5. Было возбуждено уголовное дело по пункту «б» части четвертой статьи 131 («Изнасилование») Уголовного кодекса РФ. Мужчина объявлен в международный розыск. Ему грозит от 12 до 22 лет лишения свободы.","The Kolpa district court of St. Petersburg has sentenced to two months' imprisonment of a Tajik MMA fighter, Salimjon Shirinov, accused of raping a minor girl. According to the investigation, on the evening of December 4 in the apartment of one of the houses of the village of Metallostroy Kolpa district, Shirinov drank a 13-year-old girl and entered into sexual contact with her. The victim appealed to the city's children's hospital No. 5.",,,
790,"Просто послушайте рассказ девушки, которую задержали каратели. Избивать вдесятером, угрожать изнасилованием, снимать штаны, ставить на колени? Это реальность.

Вы не мужики, вы - ублюдки. Расплата обязательно будет.","Just listen to the story of a girl who was arrested by the punishers, beaten to death, threatened with rape, stripped of her pants, kneeled down, that's real.",,,
791,"За Джонсоном может пойти и Шольц. [Стали известны подробности вечеринки с его участием](https://bloknot.ru/v-mire/zhenshhinam-podmeshivali-narkotik-iznasilovaniya-na-vecherinke-s-kantslerom-shol-tsem-954256.html), где девушкам подмешали так называемый наркотик изнасилования.","Johnson may also be followed by Sholtz. [The details of the party with his participation are still known] [https://bloknot.ru/v-mire/zhenshhinam-podmeshivali-narkotik-iznasilovaniya-na-vecherinke-s-kantslerom-shol-tsem-954256.html), where girls were mixed with the so-called rape drug.",,,
792,"**⚡️Оккупанты совершают зверства уже и на территории РФ: в приграничных областях резко участились случаи изнасилования

**Россиянка рассказывает своему мужу как в Белгородской области прокуратуру завалили заявлениями об изнасиловании, в частности в Вейделевке девушка познакомилась с военным, он её пригласил в гости, а там её ждали 15 солдат... Также она рассказала, как во Владивостоке солдаты РФ ""ухаживают"" за 12-летними.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)","**️Occupiers are committing atrocities already in the territory of the Russian Federation: in border areas there have been sharply increased cases of rape **A Russian woman tells her husband how in Belgorod region the prosecutor's office was overrun with statements about rape, in particular in Weidelova the girl met with a military, he invited her to a guest, and there she was waiting for 15 soldiers... She also told how in Vladivostok Russian soldiers ""care"" for 12 years. [Informator]https://t.me/+LV7tr2_vgu02NjAy) [Please sign in]https://t.me/LV7tr2_v+02NAyj]",,,
793,"После изнасилования четырёхлетней девочки в Калужской области проходят миграционные рейды. Полиция вместе с «Народной дружиной» и «Русской общиной» проверяет документы у мигрантов и отвозят их в отдел, — сообщил глава Боровского района.

Прямо сейчас жители д. Кривское вышли на собрание с главой администрации и директором школы, где без документов учились малолетние мигранты, которые изнасиловали 4-х летнюю девочку.
Директор школы так и не вышел, к людям

В преступление из Кривского шокирует ещё и то, что один из таджиков уже был замечен в подобных выходках – он затащил в школьный туалет другую девочку и стянул с неё трусы. Тогда всё закончилось лишь тем, что его отчислили, и он спокойно продолжил жить среди других детей. Родители неоднократно жаловались на этих приезжих подростков, но  их обращения никто не воспринимал из властей всерьёз.

[Подпишись на канал ](https://t.me/newsricht)
[Новости из мира вечной борьбы](https://t.me/newsricht)","The police together with the People's Druzhina and Russian community check the documents of the migrants and take them to the department,  the head of the Borovsky district reported. Right now the residents of the village of Krivskaya went to a meeting with the head of administration and the director of the school, where without documents were studying the minor migrants who raped the 4-year-old girl. The school director never went out to the people.",,,
794,"**Американский кинопродюсер, бывший член правления и сооснователь компании Miramax Films Харви Вайнштейн был приговорен к 16 годам заключения по делу об изнасиловании**. Об этом сообщает **Reuters**.

Этот срок он получил в дополнение к предыдущему приговору, в котором его осудили на 23 года.

В марте 2020 года присяжные признали его виновным в принуждении ассистентки Мириам Халейи к оральному сексу, а также в изнасиловании стилистки Джессики Манн.

Вайнштейн принимал участие в создании фильмов ""Город Грехов"" и ""Убить Билла"", а также в ряде других известных фильмов.","**American film producer, former board member and co-founder of Miramax Films Harvey Weinstein was sentenced to 16 years in prison for rape**. This term was given in addition to his previous sentence of 23 years. In March 2020, the jury found him guilty of forcing assistant Miriam Halley to have oral sex, as well as raping stylist Jessica Mann. Weinstein participated in the making of the films ""City of Sins"" and ""Kill Bill"", as well as a number of other well-known films.",,,
795,"Я хочу, чтобы пока убивают русских на Донбассе, все перечитывали эти страшные строки и понимали, что враг не разбит, что враг не хочет каяться. Враг смеётся над страданием русских на Донбассе, над убитыми детьми. Они говорят: приезжайте в Краматорск, посмотрите, тут нет «Русского Мира» и всё спокойно, но это кладбищенское спокойствие. Пусть обнародуют количество людей, пропавших без вести в оккупированных городах, убитых, изнасилованных карательными батальонами. Пусть расскажут,  сколько посадили официальные украинские власти за «пособничество террористам».

Даже западные правозащитные организации не могут скрыть все преступления, которые творили украинские власти. Вот документ: **«Управление Верховного комиссара Организации Объединенных Наций по правам человека. Сексуальное насилие, связанное с конфликтом, в Украине 14 марта 2014 г. – 31 января 2017 г».** Там очень сухие строчки отчета, даются ссылки на интервью сотрудников организации с конкретными людьми, но в отчёте нет их имён. Наберитесь мужества, давайте почитаем (официальный документ опубликован на английском языке):

__«УВКПЧ также задокументировало ряд случаев, когда женщин, задержанных в 2015 году, подвергали пыткам и угрожали им, что их несовершеннолетних дочерей изнасилуют у них на глазах. Женщина, арестованная 19 января 2015 года десятью мужчинами в масках и камуфляжной форме, больше недели содержалась в подвале здания СБУ, где ее били и пытали электрическим током и горящим пластиком. Преступники угрожали изнасиловать ее дочь, если она откажется признаться в том, что в 2014 году она поддерживала вооруженные группы».

«Весной 2016 года мужчина, постоянно прописанный на территории, которая контролируется вооруженными группами, был арестован восемью людьми в масках и камуфляже по подозрению в причастности к деятельности вооруженных групп. На следующий день его отвезли в заброшенное здание, где допросили. Преступники раздели его и привязали ноги и руки за спиной к металлической клетке. Один из них взял шомпол (металлический прут, используемый для чистки оружейных стволов) и стал вставлять его мужчине в уретру, причиняя жертве сильную боль. Второй преступник снимал эту пытку на свой мобильный телефон. Затем они избили жертву и пригрозили выложить записанное видео на страницу этого мужчины в социальной сети. Мужчина подписал документ, в котором признал себя «виновным». Ему вынесли приговор, и сейчас он находится в заключении».

__А вот что приходится иногда переживать бедным людям на украинских пунктах пропуска:

__ «12 сентября 2016 г. женщина ехала по одному из транспортных коридоров в Донецкой области. На контрольном пункте въезда-выезда сотрудник сказал ей, что с ее разрешением не все в порядке, и направил в координационный центр при этом пункте. Сотрудник центра отложил ее паспорт, предложил ей войти в контейнер, закрыл окно и запер дверь. Он заявил женщине, что заметил ее месяц назад, она ему понравилась, и он намеренно сделал ошибку, продлевая ее разрешение. Затем он сказал, что она должна поехать с ним в гостиницу, иначе ее похитят и похоронят заживо. Затем этот сотрудник заставил ее сесть к нему на колени и стал касаться ее, нюхать и лизать все ее тело. Она плакала и умоляла его отпустить ее. Через полтора часа он согласился отпустить ее при условии, что она вернется на КПП, шантажируя ее при этом и угрожая физическим насилием. Жертва согласилась, чтобы он отпустил ее».

__Я нарочно выбираю случаи в то время, когда активная стадия боёв закончилась и вроде как все добробаты введены в штат. В этом отчёте ещё огромное количество примеров, к которые, к сожалению, не являются и десятой долей того, какой геноцид происходит на Донбассе.

https://asd.news/articles/genocide/terror-na-okkupirovannykh-territoriyakh/","I want everyone to read these terrible lines and realize that the enemy is not broken, that the enemy does not want to repent, that the enemy laughs at the suffering of the Russians in the Donbass, at the murdered children, and they say: come to Kramatorsk, see, there is no Russian peace and everything is calm, but it is a cemetery peace. Let the number of people who disappeared in the occupied cities, killed, raped by the punitive battalions be made public. Let the enemy tell how many of the official Ukrainian authorities have imprisoned her for assisting the terrorist groups. Even Western human rights organizations cannot hide all the crimes that they committed in the torture document that threatened to kill the Ukrainian authorities. Here is a document from the Ukrainian authorities, which was published in January 2014 by the Security Council, which is still being used by the authorities in the form of a document that is written in the form of a document that is written in the form of a document that threatens to kill them.",,,
796,"**❗️СК публикует кадры с Дмитрием Серовым, против которого возбуждено уголовное дело об истязании несовершеннолетнего.Сегодня в сети появилась запись со стрима, на которой ранее судимый за изнасилование мужчина издевается над ребенком в прямом эфире.

**Правоохранителями установлено, что жертвой подозреваемого на видео является его 9-летняя дочь. Сейчас с Серовым проводятся следственные действия. Рецидивисту грозит до 7 лет лишения свободы.","**️The SC is publishing footage of Dmitry Serov, who is being charged with torturing a minor. Today, a video has appeared on the network showing a man who was previously convicted of rape mocking a child on a live stream. **The law enforcement has determined that the victim of the video is his 9-year-old daughter.",,,
