Sr. no.,Channel ID,Post ID,Post,HRV (Yes/No),"Type (A,B,C,D)"
138,1144404150,18367,"**Лучшие Кизлярские изделия и не только 👉** [ТУТ

](https://t.me/+NSD0m_K7nVA5ZDVi)**🔥🔪Лучшие подарки для мужчин, огромный выбор:

**[▪️Ножи любого формата▪️Топоры▪️Кинжалы ▪️Катаны ▪️И даже мечи](https://t.me/+NSD0m_K7nVA5ZDVi) 

**Доставим в любую точку мира!

Постоянным клиентам дарим подарки! 🎁

Переходим по ссылке снизу, смотрим и выбираем👇👇👇
**https://t.me/+NSD0m_K7nVA5ZDVi
https://t.me/+NSD0m_K7nVA5ZDVi
https://t.me/+NSD0m_K7nVA5ZDVi",No,
139,1247556894,4860,"⚡️🚇**Станція «Теремки» зачинена на вхід та вихід для пасажирів у зв’язку із задимленням у підземному переході
**
На місце викликано всіх необхідних фахівців. 

Про відкриття станції буде повідомлено додатково.",No,
140,1109403194,37893,"Вчера произошло уникальное событие.
Не то что в масштабах СВО, а в масштабах боевой авиации в мире.
Один Су-35С, за одно боевое патрулирование снес 2 вертолета и 2 самолёта. На это у него ушло 2 часа.
По самолетам непонятка, то ли Су-24 и МиГ-29, то ли Миг-29 и Су-25. И пара Ми-8.

Удивительно не это. Эпик в том что это все наделал один Су-35С за два часа, потратив на всех 4 ракеты.

Тут должны быть долгие, продолжительные овации.😎",No,
141,1080134301,20221,Экстрасенсы из телевизора хуйни не скажут,No,
142,1093357968,8961,"В боях за освобождение Мариуполя от украинских нацистов погиб замкомандующего Черноморским флотом, капитан 1 ранга Андрей Николаевич Палий, сообщил губернатор Севастополя Михаил Развожаев

@tvrussia1",Yes,A
143,1080134301,20768,"😍** МАРОККО ОБЫГРЫВАЕТ ПОРТУГАЛИЮ И ВЫХОДИТ В ПОЛУФИНАЛ 

РОНАЛДУ ЕДЕТ ДОМОЙ 🤯**",No,
144,1366346975,54292,"**Свежая укроистерика с передовой или хроники ""контрнаступления"".** 

Понять разрыв шаблона вояки можно, ведь в победных реляциях штаба ВСУ всё выглядит несколько иначе, а в реальности нехорошие русские всю ночь ""косили"" посадку вместе с укропом.

P.S.: где же Петя?

@opersvodki",No,
145,1511148555,13491,"Ничего необычного, просто  концерт в Сербии
💤Молодцы сербы, всё понимают

[Конфликт🔥Z Подписаться](https://t.me/konfliktworld)",No,
146,1498939244,31895,"Детство. Возвращение — 1 серия

«Вместе 5 лет спустя»

Только в 2022 году с беспокойного Донбасса эвакуировано более 150 тысяч детей. Многие братья и сёстры вследствие атак со стороны Украины остались без семей, были разбросаны по разным приютам - и только сейчас воссоединились. 

Первая серия проекта «Детство. Возвращение» посвящена подмосковной семье Богачёвых, усыновивших разделённых ещё в 2017 году сестричек Настю и Дашу, а также их маленького брата Стаса. К мирной жизни им удалось привыкнуть не сразу, дети пугались даже обычных праздничных салютов. Но спустя несколько месяцев с новыми мамой и папой они начали раскрывать в себе многочисленные таланты...",No,
147,1093357968,11580,"[Усиление Соледара и Бахмута](https://t.me/epoddubny/11569) ВСУ'шниками оправдано в первую очередь работой ""музыкантов"" на данном направлении. [Пишут](https://t.me/c/1626866857/1364), что одна из приоритетных задач ""вагнеров"" — разведка территорий и зачистка заморских боевиков, прибывших на помощь рагулям из-за границы. Уничтожают преимущественно профессионалов из НАТОвских стран. Очевидно, что командование збройных сил делает всё возможное, чтобы данное направление удержать, в том числе и за счёт Северска.",No,
148,1144404150,18285,#Донбасс #Артиллерия Уничтожение радара артиллерийской разведки AN/TPQ-50 ВСУ артиллерийским ударом НМ ДНР.,No,
149,1080134301,14406,"**⚡️Повестки с доставкой на пляж заказывали? **Сегодня в Одессе🇺🇦 полиция с сотрудниками военкомата провела рейд среди местных отдыхающих. 

Любишь загорать — люби и медосмотр проходить.",No,
150,1283359437,42238,"Украинские каналы вбрасывают новость о гибели Екатерины Губаревой, при этом путая имя её мужа. Я связался с Павлом Губаревым — супруга дома, всё в порядке. 

Позавчера ЦИПСО вбрасывало то же самое про Лапина, которого якобы ""нашли в Москва-реке"". Видимо, экономия электричества сказывается на умственной работе.

@voenkorKotenok",No,
151,1093357968,11562,"Удивительную все-таки двуличность демонстрирует противник. Одной рукой поджигает поля с пшеницей на Херсонщине, другой стучит кулачком по поводу «морской блокады» и блокировке вывоза зерна.

Одной рукой нажимает кнопку «Пуск», посылая очередные ракеты и снаряды на Донецк, Изюм, Стаханов, Алчевск, Каховку, Херсон, ежедневно убивая ни в чем неповинных людей, которых, вроде бы, считает своими гражданами. 

Другой строчит посты и твиты об ужасных разрушениях и жертвах в результате российских ударов. При этом где репортажи с многочисленных похорон гражданских? Нет их, потому что в школах и вузах уничтожаются поселившиеся туда нацгвардейцы и тербаты.

Тут вижу, тут глаза закрою, тут скорблю, здесь не замечаю, этих жалко, а те все равно сепары - поколение растет, которое уже при Украине не жило. В Одессе вон тысячи жителей нелегально российское ТВ подключало. Будьте уверены, дойдет дело до освобождения Одессы - они и ее со спокойной душой разрушат, не пожалев ни женщин, ни детей. Как и любой другой город, который будут отрезать как заплесневевший ломоть.

@sashakots",Yes,B
152,1080134301,21147,Как пронести сигареты в американскую школу.,No,
153,1080134301,16883,"Испуганный украинский нацист чуть не плача рассказывает о своих чувствах и эмоциях после прилета в частный дом, где они разместили позицию.

А вот что они сделали с хозяевами дома – убили или просто выгнали – не говорит. Хотя, благодаря таким ""захисникам"" и дома-то уже нет.",Yes,A
154,1469021333,12503,"**🇱🇹Сейм Литви одноголосно визнав Московію терористичною державою

**[Пруф](https://iq.lt/politika/lietuvos-seimas-rusu-veiksmus-ukrainoje-pripazino-genocidu-rusija-teroristine-valstybe/254033)",No,
155,1498939244,32604,"Украины как будто не существует, запад бросает украинцев в топку — Путин",No,
156,1457892982,29311,"**⚡️Гаагский суд признал, что боевиков ""ДНР"" с 2014 года контролирует РФ, а значит война на Донбассе квалифицируется как международный вооруженный конфликт 

**Об этом сообщила голландский эксперт по правовым вопросам Мариеке де Хоон.

Таким образом, официально, Украина воюет с Россией с 2014 года.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
157,1093357968,11446,"**❗️Мощный удар нанесен по Краматорску

**По данным «Иди и смотри», сильный взрыв произошел в Краматорске.

💬__«Серьезный прилет в центр города, потери среди ВСУ уточняются»__, — рассказал источник канала. 

В районе Славянска и Краматорска находится мощная группировка ВСУ. Штурм этих город ожидается в ближайший месяц.

**__@smotri_z__**",No,
158,1080134301,19813,"❗️ В результате вчерашней ракетной атаки во Львовской области повреждены три объекта критической инфраструктуры, без света в регионе остались около 700 тысяч абонентов.

На видео горящая подстанция «Львов-Южная».",Yes,B
159,1144404150,18687,"Также сообщают об ударах по объектам энергоструктуры в Сумской области. Местные пишут об ударах по подстанции и отключениях света в ряде районов области.
В общем, процесс продолжается, но менее интенсивно, чем 10-11 октября.",No,
160,1366346975,55170,"**🇷🇺🇺🇦 Битва за Херсон: обстановка на Андреевском участке
**__по состоянию на 12.00 4 сентября года

__За прошедший вечер и ночь у ВСУ кончились подтянутые в **Березнеговатое** резервы техники: к исходу дня на южный берег переправлялись отдельные группы пехоты ВСУ в пешем порядке.

Всю ночь ВКС России, ракетные войска и артиллерия наносили огневое поражение по позициям треугольнику **Терновка — Лозовое — Костромка**.

**Сухой** Ставок превращён в одно большое кладбище. Костромку дочищают этим утром. Если у ВСУ остались какие-то резервы, а в командовании не отказались от планов самоубийственного штурма южного плацдарма, то это станет ясно к исходу дня. 

В противном случае Андреевский плацдарм ВСУ полностью прекратит своё существование в ближайшее время. 

[**Карта в большом разрешении

**](https://i.ibb.co/ZMpLcbk/04-09-ru.jpg)[**English version 

**](https://i.ibb.co/6D1St19/04-09-en.jpg)#дайджест #карта #Николаев #Россия #Украина #Херсон
@rybar

__*Поддержать нас:__ `4377 7278 0407 7977`",No,
161,1511148555,8995,"**‼️🇺🇳🏴‍☠️Основные русофобские заявления заклятых партнёров на Генассамблее ООН:

🇺🇸Байден
**▪️Россия бесстыдно нарушила основные принципы устава ООН.
▪️Путин выступил с безрассудными ядерными угрозами.
▪️Никто не угрожал России и никто, кроме России, не стремился к конфликту.
▪️США хотят, чтобы война на Украине закончилась на справедливых условиях.
▪️США тесно работают с союзниками, чтобы не допустить потенциальную атаку РФ на территории НАТО.
▪️США выступают за расширение Совбеза ООН, в том числе, за счет новых постоянных членов.

**🇫🇷Макрон
**▪️Все должны оказать максимальное давление на Путина, чтобы остановить войну.
▪️Решение Путина о мобилизации - ошибка, это плохая новость для российского народа.",No,
162,1247556894,4140,"**🚂У столиці цими вихідними відновлює роботу Київська дитяча залізниця 

Графік роботи:

**▫️Четвер, п'ятниця – із 10:30 до 17:10
▫️Субота, неділя – із 10:30 до 18:50

✔️У червні, липні та серпні потяги ходитимуть з четверга до неділі. А у вересні та жовтні – у вихідні дні.

▪️Київська дитяча залізниця розташована у Сирецькому парку за адресою: вул. Парково-Сирецька, 2.",No,
163,1498939244,29297,Кадры ночных ударов по Харьковской области,No,
164,1469021333,10875,"Маріуполь, знищені російські Т-72Б3",No,
165,1511148555,10392,"Согласно оценкам аналитических центров США Россия располагает минимум 1830 конвенциональными ОТР и средствами их доставки, что позволяет наносить удары по критической инфраструктуре Украины пакетами по 100 ракет ежедневно  в течение полугода, даже не учитывая пополнение с действующих производств.",No,
166,1366346975,56609,"**ФСБ предотвратила теракты против членов правительства Крыма и Херсонской области — их готовила СБУ

**ФСБ предотвратила серию терактов в отношении властей Херсонской области. Также террористы планировали нападения на членов правительства Крыма. Как уточнили в ведомстве, организатором выступала СБУ — установлен сотрудник, который организовал работу деятельности завербованных националистов.

Сейчас исполнители и их пособники задержаны, у них изъяты средства совершения преступлений — они оказались местными жителями, которые на территории Украины готовились к теракту. В ФСБ отметили, что в ходе оперативных мероприятий также определены каналы связи и способы финансирования. Следком, в свою очередь, возбудил уголовное дело.",Yes,D
167,1129015804,13712,"[​​](https://telegra.ph/file/86e3b5a8364a7c14daf6c.jpg)3 октября Ливию с официальным визитом посетила делегация Турции в составе пяти министров, в т.ч. глав МИД, Минобороны и Минэнергетики, и представителя президента страны. Целями визита стали обсуждение сотрудничества в военной сфере (Анкара содержит [иностранных наемников](https://t.me/directorate4/7218) на территории Ливии и обучает войска Триполи) и вопрос привлечения турецкого бизнеса к восстановлению страны после многолетней гражданской войны. Но главной темой была сделка об углеводородах. По ней Турции предоставляется **право вести разведку и добычу нефти и газа на территории Ливии и в ее исключительной экономической зоне на море.

**Несмотря на подписание договора министрами иностранных дел обеих стран, парламент Ливии **отказался ее утвердить**. Формальным поводом для этого стал тот факт, что полномочия ""Правительства национального единства"" во главе с премьер-министром Абдель Хамидом Дбейбой [истекли](https://t.me/directorate4/11366) еще 24 декабря 2021 года и оно не имеет права заключать международные соглашения.

Позицию парламента подтвердил другой премьер-министр Ливии Фатхи Башага. Он назвал договор угрожающим безопасности страны и заявил, что **будет добиваться от стран-партнеров отказа от признания его законности**. Говоря об иностранных партнерах, Башага в первую очередь имел в виду Египет, Грецию и весь ЕС в целом. Афины и Каир мгновенно отреагировали на скандальный договор и отказались его признать. Здесь стоит отметить, что в 2019 году Ливия и Турция подписали договор о разграничении исключительных экономических зон в Средиземном море. Документ значительно расширяет их за пределы установленных Международным морским правом двухсотмильной зоны и даже отводит части греческой и египетской исключительных зон под права Ливии и Турции. **Поэтому недовольство Египта и Греции вполне ожидаемо и резонно**.

Евросоюз заявил, что договор требует прояснений, т.к. основывается на том самом меморандуме 2019 года, который не соответствует нормам международного права.

В ответ на критику власти Турции обвинили Грецию и ЕС в том, что те лезут не в свои дела. Министр иностранных дел Турции заявил, что **третьи страны не имеют права вмешиваться** в отношения Анкары и Триполи и их мнения не имеют никакого значения.

Т.о., на востоке Средиземноморья продолжает развиваться скрытый **конфликт с участием Греции, Египта и Израиля с одной стороны и Турции с другой**. Главной ареной этого противостояния стала Ливия, где Анкара усилила позиции в 2020 году, когда помогла правительству западной Ливии [отбить наступление ](https://t.me/directorate4/6805)Халифы Хафтара на Триполи.",No,
168,1511148555,14245,"**Свин безкопытный с полка ""Навоз""
Роман Сергейович погоняло ""Лось"" отсоси и брось.**

Свин шёл деблокировать Мариуполь споткнулся на мине и прое6ал копыто.",No,
169,1144404150,18083,🔥Удар ВКС РФ по лагерю укропов😈,No,
170,1109403194,37151,"Подписчики из Харькова пишут, что в городе пропал свет.

@sashakots",No,
171,1511148555,11044,"Украинские вояки снова жалуются украинскому волонтёру Оскеру на огромные потери, предательство командования и коррупцию. До слёз. Рыдали всей донецкой маршруткой.

/Безсонов/",No,
172,1498939244,33176,"Владимир Путин дал поручение провести **демобилизацию** студентов ДНР и ЛНР, которые были ранее мобилизованы до вступления республик в состав России, сообщили в Кремле",No,
173,1283359437,39808,"ВГА Запорожской области: трое украинских диверсантов взяты в плен, двое из них находятся в тяжелом состоянии.

@voenkorKotenok",Yes,D
174,1093357968,12590,"Забирают по мобилизации очередного не служившего врача, хирурга-онколога, который через мой канал предлагал бесплатные операции для наших бойцов СВО в своей платной клинике. Пишет его жена:

«В пятницу ему принесли повестку и в понедельник как добропорядочный гражданин пошёл в военкомат. Его сегодня мобилизовали в 27 мотострелковую дивизию рядовым. 

Человек не служивший, имеющий 18-летний стаж хирургической практики. Мог бы принести много пользы в госпитале или по своей профессии.  Мы долго пытались донести до военкома, что он врач и мобилизоваться не отказывается. И что ему уже больше 35 и как рядовой он, по закону, призываться не может. 

Написали в военную прокуратуру, но всё безуспешно».

@sashakots",Yes,C
175,1457892982,23738,"❗️**Масштабная воздушная тревога с самого утра**. Есть угроза ракетного удара. Не забывайте, что сегодня за день.

[Информатор](https://t.me/+LV7tr2_vgu02NjAy) | [Подписаться](https://t.me/+LV7tr2_vgu02NjAy)",No,
176,1283359437,43220,"**__Узнал об освобождении Каховки со слезами на глазах
__**Сергей (позывной «Каховка») — ветеран ополчения Донбасса — о том, что новость о взятии родного города российской армией узнал от жены утром 25 февраля 2022 г. 

[Бастион](https://bastyon.com/voenkorkotenokz)

[Рутуб](https://rutube.ru/channel/713257/)

[ВК](https://vk.com/video/@voenkorkotenokz)

[Одноклассники](https://ok.ru/group/52047634038913/video/c734849)

@voenkorKotenok",No,
177,1511148555,8761,"Водителем БТРа к ""Вагнерам"" пойду 🧐",No,
178,1144404150,15259,"❗️ВСУ из артиллерии обстреляли жилые кварталы Куйбышевского района Донецка.

По информации СЦКК ДНР, обстрел производился из 122-мм артиллерийского орудия подразделениями 54 омбр ВСУ. В результате обстрела получил ранения один человек, сгорели три автомобиля, еще четыре повреждены. Кроме этого, повреждения получили жилые многоквартирные дома.

@warjournaltg",Yes,A
